"scientific_name","decimal_latitude","decimal_longitude","where_obtained_coordinates","total_num_specimens"
"Bombus griseocollis","35.725803","-78.675125","dataset provided",78
"Bombus griseocollis","35.748","-78.687","dataset provided",6
"Bombus griseocollis","35.75","-78.66","dataset provided",15
"Bombus griseocollis","35.7502","-78.6605","dataset provided",8
"Bombus griseocollis","35.77194","-78.63861","dataset provided",2
"Bombus griseocollis","35.77194444","-78.63861111","dataset provided",2
"Bombus griseocollis","35.774147","-78.639795","dataset provided",1
"Bombus griseocollis","35.781","-78.639","dataset provided",4
"Bombus griseocollis","35.781798","-78.828197","dataset provided",1
"Bombus griseocollis","35.786","-78.669","dataset provided",1
"Bombus griseocollis","35.786","-78.67","dataset provided",18
"Bombus griseocollis","35.787","-78.67","dataset provided",1
"Bombus griseocollis","35.788","-78.672","dataset provided",2
"Bombus griseocollis","35.788","-78.673","dataset provided",11
"Bombus griseocollis","35.79","-78.65","dataset provided",1
"Bombus griseocollis","35.794","-78.7","dataset provided",22
"Bombus griseocollis","35.797","-78.634","dataset provided",1
"Bombus griseocollis","35.803","-78.684","dataset provided",9
"Bombus griseocollis","35.80546","-78.60966","dataset provided",1
"Bombus griseocollis","35.812","-78.714","dataset provided",12
"Bombus griseocollis","35.83","-78.615","dataset provided",1
"Bombus griseocollis","35.83","-78.672","dataset provided",1
"Bombus griseocollis","35.847","-78.627","dataset provided",2
"Bombus griseocollis","35.871","-78.763","dataset provided",1
"Bombus griseocollis","35.89","-78.75","dataset provided",1
"Bombus griseocollis","35.890093","-78.750601","dataset provided",2
"Bombus griseocollis","35.892","-78.704","dataset provided",1
"Bombus griseocollis","35.89361111","-78.73083333","dataset provided",1
"Bombus griseocollis","35.926","-78.601","dataset provided",8
"Bombus griseocollis","35.932","-78.686","dataset provided",3
"Bombus griseocollis","35.99388889","-78.7","dataset provided",1
"Bombus impatiens","35.631378","-78.921194","dataset provided",1
"Bombus impatiens","35.645416","-78.650223","dataset provided",1
"Bombus impatiens","35.65","-78.68333333","google earth - McCullers, Garner",2
"Bombus impatiens","35.66098022","-78.69583893","dataset provided",2
"Bombus impatiens","35.66365","-78.54695","dataset provided",1
"Bombus impatiens","35.69319916","-78.55529785","dataset provided",1
"Bombus impatiens","35.7","-78.6","google earth - Garner",1
"Bombus impatiens","35.71347","-78.470636","dataset provided",1
"Bombus impatiens","35.713655","-78.786507","dataset provided",1
"Bombus impatiens","35.718142","-78.906285","dataset provided",1
"Bombus impatiens","35.718192","-78.906258","dataset provided",1
"Bombus impatiens","35.718208","-78.90561","dataset provided",1
"Bombus impatiens","35.718222","-78.905573","dataset provided",1
"Bombus impatiens","35.71826","-78.905485","dataset provided",1
"Bombus impatiens","35.719667","-78.687027","dataset provided",1
"Bombus impatiens","35.723","-78.672","dataset provided",1
"Bombus impatiens","35.723912","-78.783928","dataset provided",1
"Bombus impatiens","35.725803","-78.675125","dataset provided",59
"Bombus impatiens","35.72862","-78.80623","dataset provided",1
"Bombus impatiens","35.7312","-78.727696","dataset provided",1
"Bombus impatiens","35.73333333","-78.7","google earth - State Rd 1152",1
"Bombus impatiens","35.748","-78.687","dataset provided",10
"Bombus impatiens","35.75","-78.66","dataset provided",15
"Bombus impatiens","35.7502","-78.6605","dataset provided",9
"Bombus impatiens","35.76666667","-78.63333333","google earth - Raleigh",65
"Bombus impatiens","35.768","-78.615","dataset provided",9
"Bombus impatiens","35.768775","-78.661873","dataset provided",1
"Bombus impatiens","35.77194","-78.63861","dataset provided",4
"Bombus impatiens","35.77194","-78.63889","dataset provided",9
"Bombus impatiens","35.77194444","-78.63861111","dataset provided",4
"Bombus impatiens","35.77209","-78.63861","dataset provided",4
"Bombus impatiens","35.77209091","-78.63861084","dataset provided",162
"Bombus impatiens","35.77212","-78.63866","dataset provided",1
"Bombus impatiens","35.772696","-78.6596","dataset provided",1
"Bombus impatiens","35.772899","-78.659374","dataset provided",1
"Bombus impatiens","35.775908","-78.8228","dataset provided",1
"Bombus impatiens","35.778682","-78.820155","dataset provided",1
"Bombus impatiens","35.780699","-78.669603","dataset provided",1
"Bombus impatiens","35.782","-78.686","dataset provided",2
"Bombus impatiens","35.782677","-78.825195","dataset provided",1
"Bombus impatiens","35.78299","-78.67357","dataset provided",1
"Bombus impatiens","35.78333333","-78.76666667","google earth",3
"Bombus impatiens","35.783379","-78.674368","dataset provided",1
"Bombus impatiens","35.785","-78.714","dataset provided",1
"Bombus impatiens","35.785938","-78.676216","dataset provided",1
"Bombus impatiens","35.786","-78.669","dataset provided",3
"Bombus impatiens","35.786","-78.67","dataset provided",1
"Bombus impatiens","35.786055","-78.671356","dataset provided",1
"Bombus impatiens","35.787","-78.67","dataset provided",3
"Bombus impatiens","35.788","-78.673","dataset provided",8
"Bombus impatiens","35.788","-78.699","dataset provided",3
"Bombus impatiens","35.789845","-78.65063","dataset provided",1
"Bombus impatiens","35.790572","-78.699425","dataset provided",1
"Bombus impatiens","35.79145813","-78.78112793","dataset provided",2
"Bombus impatiens","35.794","-78.7","dataset provided",36
"Bombus impatiens","35.795","-78.668","dataset provided",1
"Bombus impatiens","35.795387","-78.70887","dataset provided",1
"Bombus impatiens","35.797","-78.634","dataset provided",11
"Bombus impatiens","35.798633","-78.689964","dataset provided",1
"Bombus impatiens","35.8","-78.55","google earth - Wake County",20
"Bombus impatiens","35.803","-78.684","dataset provided",7
"Bombus impatiens","35.80319","-78.56608","dataset provided",17
"Bombus impatiens","35.806738","-78.684255","dataset provided",1
"Bombus impatiens","35.806747","-78.68429","dataset provided",1
"Bombus impatiens","35.806767","-78.684178","dataset provided",1
"Bombus impatiens","35.806776","-78.684275","dataset provided",1
"Bombus impatiens","35.806782","-78.68417","dataset provided",1
"Bombus impatiens","35.806858","-78.684304","dataset provided",1
"Bombus impatiens","35.812","-78.714","dataset provided",11
"Bombus impatiens","35.812103","-78.476884","dataset provided",1
"Bombus impatiens","35.816","-78.642","dataset provided",14
"Bombus impatiens","35.817","-78.726","dataset provided",29
"Bombus impatiens","35.822022","-78.768123","dataset provided",1
"Bombus impatiens","35.824","-78.687","dataset provided",5
"Bombus impatiens","35.82777778","-78.715","dataset provided",1
"Bombus impatiens","35.83","-78.615","dataset provided",1
"Bombus impatiens","35.83","-78.672","dataset provided",3
"Bombus impatiens","35.83","-78.77722222","dataset provided",1
"Bombus impatiens","35.838","-78.664","dataset provided",1
"Bombus impatiens","35.847","-78.627","dataset provided",11
"Bombus impatiens","35.848","-78.551","dataset provided",2
"Bombus impatiens","35.854809","-78.524373","dataset provided",1
"Bombus impatiens","35.861237","-78.695377","dataset provided",1
"Bombus impatiens","35.867","-78.648","dataset provided",13
"Bombus impatiens","35.871","-78.763","dataset provided",2
"Bombus impatiens","35.87509918","-78.8246994","dataset provided",4
"Bombus impatiens","35.89361111","-78.73083333","dataset provided",10
"Bombus impatiens","35.894852","-78.579037","dataset provided",1
"Bombus impatiens","35.926","-78.601","dataset provided",15
"Bombus impatiens","35.927","-78.564","dataset provided",4
"Bombus impatiens","35.932","-78.686","dataset provided",6
"Bombus impatiens","35.99388889","-78.7","dataset provided",5
"Bombus pensylvanicus","35.654021","-78.706075","dataset provided",1
"Bombus pensylvanicus","35.65844","-78.838232","dataset provided",1
"Bombus pensylvanicus","35.665","-78.699","dataset provided",1
"Bombus pensylvanicus","35.718065","-78.90626","dataset provided",1
"Bombus pensylvanicus","35.71841","-78.90578","dataset provided",1
"Bombus pensylvanicus","35.722563","-78.911498","dataset provided",1
"Bombus pensylvanicus","35.725803","-78.675125","dataset provided",84
"Bombus pensylvanicus","35.75","-78.6","google earth",1
"Bombus pensylvanicus","35.75","-78.66","dataset provided",1
"Bombus pensylvanicus","35.7502","-78.6605","dataset provided",1
"Bombus pensylvanicus","35.764397","-78.775906","dataset provided",1
"Bombus pensylvanicus","35.76666667","-78.61666667","google earth",1
"Bombus pensylvanicus","35.76666667","-78.63333333","google earth - Raleigh",39
"Bombus pensylvanicus","35.77194","-78.63861","dataset provided",6
"Bombus pensylvanicus","35.77194","-78.63889","dataset provided",2
"Bombus pensylvanicus","35.77194444","-78.63861111","dataset provided",6
"Bombus pensylvanicus","35.77209091","-78.63861084","dataset provided",50
"Bombus pensylvanicus","35.772096","-78.6386145","dataset provided",3
"Bombus pensylvanicus","35.779","-78.8","dataset provided",3
"Bombus pensylvanicus","35.77973938","-78.64340973","dataset provided",42
"Bombus pensylvanicus","35.78067017","-78.66413879","dataset provided",1
"Bombus pensylvanicus","35.7808493","-78.6643712","dataset provided",2
"Bombus pensylvanicus","35.781","-78.639","dataset provided",29
"Bombus pensylvanicus","35.78333333","-78.76666667","google earth",2
"Bombus pensylvanicus","35.787","-78.67","dataset provided",1
"Bombus pensylvanicus","35.788","-78.673","dataset provided",2
"Bombus pensylvanicus","35.789845","-78.65063","dataset provided",1
"Bombus pensylvanicus","35.79","-78.65","dataset provided",7
"Bombus pensylvanicus","35.79145813","-78.78112793","dataset provided",2
"Bombus pensylvanicus","35.79154","-78.7811169","dataset provided",1
"Bombus pensylvanicus","35.8","-78.55","google earth - Wake County",3
"Bombus pensylvanicus","35.80319","-78.56608","dataset provided",6
"Bombus pensylvanicus","35.812","-78.714","dataset provided",1
"Bombus pensylvanicus","35.81666667","-78.71666667","google earth",1
"Bombus pensylvanicus","35.83333333","-78.78333333","google earth - Lake Crabtree County Park, Wake",5
"Bombus pensylvanicus","35.84370041","-78.69812012","dataset provided",5
"Bombus pensylvanicus","35.85","-78.71666667","google earth - Ebenezer Church Rd",1
"Bombus pensylvanicus","35.854","-78.743","dataset provided",2
"Bombus variabilis","35.772","-78.639","dataset provided",1
"Bombus variabilis","35.7721","-78.6386","dataset provided",1
"Bombus variabilis","35.781","-78.639","dataset provided",6
"Bombus variabilis","35.79","-78.65","dataset provided",1
"Bombus variabilis","35.854","-78.743","dataset provided",1
"Bombus variabilis","35.858","-78.753","dataset provided",1
"Calliopsis andreniformis","35.748","-78.687","dataset provided",6
"Calliopsis andreniformis","35.75","-78.65","dataset provided",3
"Calliopsis andreniformis","35.75","-78.66","dataset provided",1
"Calliopsis andreniformis","35.76666667","-78.63333333","google earth - Raleigh",85
"Calliopsis andreniformis","35.794","-78.7","dataset provided",2
"Calliopsis andreniformis","35.797","-78.634","dataset provided",2
"Calliopsis andreniformis","35.8","-78.55","google earth - Wake County",17
"Calliopsis andreniformis","35.812","-78.714","dataset provided",2
"Calliopsis andreniformis","35.82777778","-78.715","dataset provided",2
"Calliopsis andreniformis","35.847","-78.627","dataset provided",1
"Calliopsis andreniformis","35.88333333","-78.75","google earth",4
"Calliopsis andreniformis","35.926","-78.601","dataset provided",1
"Calliopsis coloradensis","35.78333333","-78.66666667","google earth",1
"Ceratina calcarata","35.65","-78.75","google earth - SR 1390 Raleigh",1
"Ceratina calcarata","35.725803","-78.675125","dataset provided",1
"Ceratina calcarata","35.748","-78.687","dataset provided",2
"Ceratina calcarata","35.75","-78.66","dataset provided",3
"Ceratina calcarata","35.7502","-78.6605","dataset provided",7
"Ceratina calcarata","35.76666667","-78.36666667","google earth",1
"Ceratina calcarata","35.76666667","-78.63333333","dataset provided",1
"Ceratina calcarata","35.76666667","-78.63333333","google earth - Raleigh",104
"Ceratina calcarata","35.78333333","-78.66666667","google earth",1
"Ceratina calcarata","35.786","-78.669","dataset provided",2
"Ceratina calcarata","35.786","-78.67","dataset provided",1
"Ceratina calcarata","35.788","-78.672","dataset provided",2
"Ceratina calcarata","35.788","-78.673","dataset provided",1
"Ceratina calcarata","35.794","-78.7","dataset provided",4
"Ceratina calcarata","35.795","-78.668","dataset provided",5
"Ceratina calcarata","35.797","-78.634","dataset provided",1
"Ceratina calcarata","35.8","-78.55","google earth - Wake County",10
"Ceratina calcarata","35.803","-78.684","dataset provided",7
"Ceratina calcarata","35.812","-78.714","dataset provided",9
"Ceratina calcarata","35.816","-78.642","dataset provided",5
"Ceratina calcarata","35.824","-78.687","dataset provided",2
"Ceratina calcarata","35.83","-78.615","dataset provided",2
"Ceratina calcarata","35.83","-78.672","dataset provided",6
"Ceratina calcarata","35.83","-78.77722222","dataset provided",1
"Ceratina calcarata","35.83861111","-78.79027778","dataset provided",1
"Ceratina calcarata","35.843","-78.697","dataset provided",4
"Ceratina calcarata","35.847","-78.627","dataset provided",2
"Ceratina calcarata","35.848","-78.551","dataset provided",2
"Ceratina calcarata","35.867","-78.648","dataset provided",6
"Ceratina calcarata","35.88333333","-78.75","google earth",10
"Ceratina calcarata","35.892","-78.704","dataset provided",5
"Ceratina calcarata","35.89361111","-78.73083333","dataset provided",3
"Ceratina calcarata","35.926","-78.601","dataset provided",1
"Ceratina calcarata","35.99388889","-78.7","dataset provided",3
"Ceratina cockerelli","35.794","-78.7","dataset provided",1
"Ceratina cockerelli","35.812","-78.714","dataset provided",1
"Ceratina dupla","35.75","-78.66666667","google earth",1
"Ceratina dupla","35.76666667","-78.63333333","google earth - Raleigh",24
"Ceratina dupla","35.794","-78.7","dataset provided",1
"Ceratina dupla","35.8","-78.55","google earth - Wake County",10
"Ceratina dupla","35.812","-78.714","dataset provided",9
"Ceratina floridana","35.75","-78.66666667","google earth",1
"Ceratina floridana","35.76666667","-78.63333333","google earth - Raleigh",7
"Ceratina floridana","35.8","-78.55","google earth - Wake County",2
"Ceratina floridana","35.812","-78.714","dataset provided",1
"Ceratina strenua","35.65","-78.75","google earth - SR 1390 Raleigh",1
"Ceratina strenua","35.76666667","-78.63333333","google earth - Raleigh",49
"Ceratina strenua","35.77194","-78.63889","dataset provided",55
"Ceratina strenua","35.786","-78.669","dataset provided",2
"Ceratina strenua","35.79","-78.67","dataset provided",1
"Ceratina strenua","35.79","-78.7","dataset provided",1
"Ceratina strenua","35.794","-78.7","dataset provided",3
"Ceratina strenua","35.795","-78.668","dataset provided",2
"Ceratina strenua","35.797","-78.634","dataset provided",3
"Ceratina strenua","35.8","-78.55","google earth - Wake County",2
"Ceratina strenua","35.8","-78.68","dataset provided",1
"Ceratina strenua","35.803","-78.684","dataset provided",4
"Ceratina strenua","35.80546","-78.60966","dataset provided",3
"Ceratina strenua","35.812","-78.714","dataset provided",1
"Ceratina strenua","35.816","-78.642","dataset provided",2
"Ceratina strenua","35.824","-78.687","dataset provided",1
"Ceratina strenua","35.82777778","-78.715","dataset provided",4
"Ceratina strenua","35.83","-78.615","dataset provided",1
"Ceratina strenua","35.94181","-78.58139","dataset provided",1
"Chelostoma philadelphi","35.76666667","-78.63333333","google earth - Raleigh",28
"Chelostoma philadelphi","35.797","-78.634","dataset provided",6
"Chelostoma philadelphi","35.8","-78.55","google earth - Wake County",1
"Chelostoma philadelphi","35.816","-78.642","dataset provided",5
"Chelostoma philadelphi","35.867","-78.648","dataset provided",1
"Chelostoma philadelphi","35.88333333","-78.75","google earth",4
"Coelioxys banksi","35.76666667","-78.63333333","google earth - Raleigh",1
"Coelioxys dolichos","35.76666667","-78.63333333","google earth - Raleigh",1
"Coelioxys germana","35.7502","-78.6605","dataset provided",1
"Coelioxys germana","35.76666667","-78.63333333","google earth - Raleigh",1
"Coelioxys hunteri","35.88333333","-78.75","google earth",2
"Coelioxys immaculata","35.76666667","-78.63333333","google earth - Raleigh",2
"Coelioxys mexicana","35.76666667","-78.63333333","google earth - Raleigh",1
"Coelioxys mitchelli","35.76666667","-78.63333333","google earth - Raleigh",2
"Coelioxys mitchelli","35.77209854","-78.63860321","dataset provided",1
"Coelioxys mitchelli","35.8","-78.55","google earth - Wake County",2
"Coelioxys modesta","35.8","-78.55","google earth - Wake County",3
"Coelioxys octodentatus","35.75","-78.66","dataset provided",1
"Coelioxys octodentatus","35.76666667","-78.63333333","google earth - Raleigh",8
"Coelioxys octodentatus","35.789","-78.67","dataset provided",1
"Coelioxys octodentatus","35.797","-78.634","dataset provided",1
"Coelioxys octodentatus","35.812","-78.714","dataset provided",2
"Coelioxys sayi","35.65","-78.68333333","google earth - McCullers, Garner",6
"Coelioxys sayi","35.725803","-78.675125","dataset provided",1
"Coelioxys sayi","35.73333333","-78.7","google earth - State Rd 1152",1
"Coelioxys sayi","35.7502","-78.6605","dataset provided",4
"Coelioxys sayi","35.76666667","-78.63333333","google earth - Raleigh",55
"Coelioxys sayi","35.8","-78.55","google earth - Wake County",6
"Coelioxys sayi","35.812","-78.714","dataset provided",1
"Coelioxys sayi","35.88333333","-78.75","google earth",1
"Coelioxys sayi","35.926","-78.601","dataset provided",1
"Colletes aestivalis","35.77194","-78.63889","dataset provided",1
"Colletes aestivalis","35.781","-78.639","dataset provided",3
"Colletes americanus","35.7719","-78.6389","dataset provided",1
"Colletes americanus","35.77194","-78.63889","dataset provided",1
"Colletes americanus","35.781","-78.639","dataset provided",23
"Colletes americanus","35.78333333","-78.65","google earth",1
"Colletes americanus","35.79","-78.65","dataset provided",2
"Colletes americanus","35.858","-78.752","dataset provided",18
"Colletes americanus","35.858","-78.753","dataset provided",1
"Colletes brevicornis","35.7719","-78.6389","dataset provided",2
"Colletes brevicornis","35.781","-78.639","dataset provided",8
"Colletes brevicornis","35.858","-78.752","dataset provided",5
"Colletes compactus","35.781","-78.639","dataset provided",13
"Colletes compactus","35.78551","-78.642669","dataset provided",1
"Colletes compactus","35.79","-78.65","dataset provided",1
"Colletes compactus","35.854","-78.743","dataset provided",6
"Colletes compactus","35.858","-78.752","dataset provided",4
"Colletes compactus","35.858","-78.753","dataset provided",1
"Colletes eulophi","35.781","-78.639","dataset provided",1
"Colletes inaequalis","35.77194","-78.63889","dataset provided",4
"Colletes inaequalis","35.772","-78.639","dataset provided",1
"Colletes inaequalis","35.781","-78.639","dataset provided",1
"Colletes inaequalis","35.79","-78.65","dataset provided",2
"Colletes inaequalis","35.858","-78.752","dataset provided",3
"Colletes mandibularis","35.781","-78.639","dataset provided",1
"Colletes nudus","35.75","-78.66","dataset provided",1
"Colletes nudus","35.76666667","-78.63333333","dataset provided",1
"Colletes nudus","35.77194","-78.63889","dataset provided",1
"Colletes nudus","35.781","-78.639","dataset provided",2
"Colletes nudus","35.79","-78.65","dataset provided",2
"Colletes nudus","35.858","-78.752","dataset provided",3
"Colletes productus","35.77194","-78.63889","dataset provided",2
"Colletes productus","35.79","-78.65","dataset provided",1
"Colletes simulans","35.77194","-78.63889","dataset provided",1
"Colletes simulans","35.781","-78.639","dataset provided",1
"Colletes simulans","35.79","-78.65","dataset provided",1
"Colletes simulans","35.854","-78.743","dataset provided",4
"Colletes thoracicus","35.56543","-78.806761","dataset provided",2
"Colletes thoracicus","35.76666667","-78.63333333","dataset provided",1
"Colletes thoracicus","35.781","-78.639","dataset provided",15
"Colletes thoracicus","35.79","-78.65","dataset provided",5
"Colletes thoracicus","35.816","-78.642","dataset provided",7
"Colletes validus","35.76666667","-78.63333333","dataset provided",1
"Colletes validus","35.77194","-78.63889","dataset provided",2
"Colletes validus","35.781","-78.639","dataset provided",1
"Colletes willistoni","35.79","-78.65","dataset provided",1
"Dianthidium curvatum","35.76666667","-78.63333333","google earth - Raleigh",8
"Dianthidium curvatum","35.8","-78.55","google earth - Wake County",1
"Epeolus australis","35.77209854","-78.63860321","dataset provided",1
"Epeolus australis","35.8","-78.55","google earth - Wake County",1
"Epeolus australis","35.88333333","-78.75","google earth",1
"Epeolus autumnalis","35.76666667","-78.63333333","google earth - Raleigh",11
"Epeolus autumnalis","35.8","-78.55","google earth - Wake County",1
"Epeolus banksi","35.76666667","-78.63333333","google earth - Raleigh",1
"Epeolus bifasciatus","35.76666667","-78.63333333","google earth - Raleigh",8
"Epeolus ilicis","35.8","-78.55","google earth - Wake County",1
"Epeolus interruptus","35.76666667","-78.63333333","google earth - Raleigh",12
"Epeolus interruptus","35.88333333","-78.75","google earth",1
"Epeolus pusillus","35.76666667","-78.63333333","google earth - Raleigh",35
"Eucera atriventris","35.76666667","-78.63333333","google earth - Raleigh",39
"Eucera atriventris","35.8","-78.55","google earth - Wake County",2
"Eucera atriventris","35.88333333","-78.75","google earth",5
"Eucera dubitata","35.76666667","-78.63333333","google earth - Raleigh",2
"Eucera dubitata","35.88333333","-78.75","google earth",1
"Eucera fulvohirta","35.76666667","-78.63333333","dataset provided",1
"Eucera fulvohirta","35.76666667","-78.63333333","google earth - Raleigh",18
"Eucera hamata","35.76666667","-78.63333333","google earth - Raleigh",20
"Eucera hamata","35.8","-78.55","google earth - Wake County",1
"Eucera pruinosa","35.665641","-78.837979","dataset provided",1
"Eucera pruinosa","35.68333333","-78.53333333","google earth - Garner rd. 2542, Garner",1
"Eucera pruinosa","35.723813","-78.690572","dataset provided",2
"Eucera pruinosa","35.75","-78.6","google earth - SE, Raleigh (gives general area)",1
"Eucera pruinosa","35.7502","-78.6605","dataset provided",2
"Eucera pruinosa","35.76666667","-78.63333333","google earth - Raleigh",39
"Eucera rosae","35.76666667","-78.63333333","google earth - Raleigh",25
"Eucera rosae","35.7719","-78.6389","dataset provided",1
"Eucera rosae","35.8","-78.55","google earth - Wake County",4
"Eucera rosae","35.88333333","-78.75","google earth",2
"Habropoda laboriosa","35.75","-78.53333333","google earth",2
"Habropoda laboriosa","35.7502","-78.6605","dataset provided",2
"Habropoda laboriosa","35.76666667","-78.36666667","google earth",1
"Habropoda laboriosa","35.76666667","-78.63333333","google earth - Raleigh",27
"Habropoda laboriosa","35.76666667","-78.68333333","google earth",2
"Habropoda laboriosa","35.77194","-78.63889","dataset provided",1
"Habropoda laboriosa","35.8","-78.55","dataset provided",1
"Habropoda laboriosa","35.8","-78.55","google earth - Wake County",2
"Habropoda laboriosa","35.82189941","-78.65859985","dataset provided",1
"Habropoda laboriosa","35.8972","-78.5694","dataset provided",1
"Halictus confusus","35.725803","-78.675125","dataset provided",1
"Halictus confusus","35.736608","-78.678103","dataset provided",1
"Halictus confusus","35.748","-78.687","dataset provided",1
"Halictus confusus","35.7502","-78.6605","dataset provided",3
"Halictus confusus","35.76666667","-78.63333333","google earth - Raleigh",26
"Halictus confusus","35.782","-78.686","dataset provided",1
"Halictus confusus","35.795","-78.668","dataset provided",1
"Halictus confusus","35.803","-78.684","dataset provided",1
"Halictus confusus","35.812","-78.714","dataset provided",5
"Halictus confusus","35.99388889","-78.7","dataset provided",2
"Halictus ligatus/poeyi","35.65","-78.68333333","google earth - McCullers, Garner",2
"Halictus ligatus/poeyi","35.65","-78.75","google earth - SR 1390 Raleigh",4
"Halictus ligatus/poeyi","35.6845932","-78.64891052","dataset provided",1
"Halictus ligatus/poeyi","35.725803","-78.675125","dataset provided",164
"Halictus ligatus/poeyi","35.748","-78.687","dataset provided",7
"Halictus ligatus/poeyi","35.75","-78.66","dataset provided",57
"Halictus ligatus/poeyi","35.7502","-78.6605","dataset provided",17
"Halictus ligatus/poeyi","35.76666667","-78.63333333","google earth - Raleigh",199
"Halictus ligatus/poeyi","35.76666667","-78.66666667","google earth - Central Utility Plant, NCSU Centennial Campus",3
"Halictus ligatus/poeyi","35.77194","-78.63889","dataset provided",3
"Halictus ligatus/poeyi","35.782","-78.686","dataset provided",1
"Halictus ligatus/poeyi","35.78333333","-78.66666667","google earth",1
"Halictus ligatus/poeyi","35.786","-78.669","dataset provided",1
"Halictus ligatus/poeyi","35.794","-78.7","dataset provided",45
"Halictus ligatus/poeyi","35.795","-78.668","dataset provided",2
"Halictus ligatus/poeyi","35.797","-78.634","dataset provided",7
"Halictus ligatus/poeyi","35.8","-78.55","google earth - Wake County",11
"Halictus ligatus/poeyi","35.812","-78.714","dataset provided",19
"Halictus ligatus/poeyi","35.816","-78.642","dataset provided",2
"Halictus ligatus/poeyi","35.81666667","-78.71666667","google earth",1
"Halictus ligatus/poeyi","35.824","-78.687","dataset provided",4
"Halictus ligatus/poeyi","35.82777778","-78.715","dataset provided",16
"Halictus ligatus/poeyi","35.83","-78.672","dataset provided",1
"Halictus ligatus/poeyi","35.848","-78.551","dataset provided",10
"Halictus ligatus/poeyi","35.867","-78.648","dataset provided",1
"Halictus ligatus/poeyi","35.871","-78.763","dataset provided",1
"Halictus ligatus/poeyi","35.88333333","-78.75","google earth",2
"Halictus ligatus/poeyi","35.91666667","-78.45","google earth",1
"Halictus ligatus/poeyi","35.926","-78.601","dataset provided",7
"Halictus parallelus","35.7","-78.6","google earth - Garner",1
"Halictus parallelus","35.748","-78.687","dataset provided",1
"Halictus parallelus","35.75","-78.66","dataset provided",4
"Halictus parallelus","35.7502","-78.6605","dataset provided",3
"Halictus parallelus","35.76666667","-78.63333333","google earth - Raleigh",40
"Halictus parallelus","35.77499008","-78.73228455","dataset provided",2
"Halictus parallelus","35.77828","-78.74806","dataset provided",2
"Halictus parallelus","35.797","-78.634","dataset provided",1
"Halictus parallelus","35.8","-78.55","google earth - Wake County",3
"Halictus parallelus","35.812","-78.714","dataset provided",3
"Halictus parallelus","35.88333333","-78.75","google earth",5
"Halictus parallelus","35.926","-78.601","dataset provided",2
"Halictus rubicundus","35.725803","-78.675125","dataset provided",1
"Halictus rubicundus","35.748","-78.687","dataset provided",1
"Halictus rubicundus","35.75","-78.66","dataset provided",4
"Halictus rubicundus","35.7502","-78.6605","dataset provided",1
"Halictus rubicundus","35.76666667","-78.63333333","google earth - Raleigh",57
"Halictus rubicundus","35.789845","-78.65063","dataset provided",1
"Halictus rubicundus","35.8","-78.55","google earth - Wake County",10
"Halictus rubicundus","35.82777778","-78.715","dataset provided",4
"Halictus rubicundus","35.83333333","-78.78333333","google earth - Lake Crabtree County Park, Wake",1
"Halictus rubicundus","35.88333333","-78.75","google earth",4
"Halictus rubicundus","35.926","-78.601","dataset provided",1
"Heriades carinata","35.75","-78.66","dataset provided",3
"Heriades carinata","35.76666667","-78.63333333","google earth - Raleigh",14
"Heriades carinata","35.7719","-78.6389","dataset provided",1
"Heriades carinata","35.77209","-78.63861","dataset provided",1
"Heriades carinata","35.78333333","-78.76666667","google earth",1
"Heriades carinata","35.786","-78.669","dataset provided",2
"Heriades carinata","35.8","-78.55","google earth - Wake County",1
"Heriades carinata","35.803","-78.684","dataset provided",1
"Heriades carinata","35.816","-78.642","dataset provided",2
"Heriades carinata","35.82777778","-78.715","dataset provided",1
"Heriades carinata","35.83","-78.615","dataset provided",1
"Heriades carinata","35.83","-78.672","dataset provided",1
"Heriades carinata","35.83","-78.77722222","dataset provided",1
"Heriades carinata","35.871","-78.763","dataset provided",1
"Heriades carinata","35.88305556","-78.76388889","dataset provided",1
"Heriades variolosa","35.76666667","-78.63333333","google earth - Raleigh",20
"Heriades variolosa","35.7719","-78.6389","dataset provided",1
"Holcopasites calliopsidis","35.75","-78.66","dataset provided",3
"Holcopasites calliopsidis","35.926","-78.601","dataset provided",1
"Holcopasites heliopsis","35.89361111","-78.73083333","dataset provided",1
"Holcopasites illinoiensis","35.76666667","-78.63333333","google earth - Raleigh",17
"Hoplitis producta/pilosifrons","35.748","-78.687","dataset provided",2
"Hoplitis producta/pilosifrons","35.75","-78.66","dataset provided",2
"Hoplitis producta/pilosifrons","35.7502","-78.6605","dataset provided",1
"Hoplitis producta/pilosifrons","35.76666667","-78.63333333","google earth - Raleigh",146
"Hoplitis producta/pilosifrons","35.7719","-78.6389","dataset provided",2
"Hoplitis producta/pilosifrons","35.77194","-78.63889","dataset provided",8
"Hoplitis producta/pilosifrons","35.8","-78.55","google earth - Wake County",10
"Hoplitis producta/pilosifrons","35.803","-78.684","dataset provided",1
"Hoplitis producta/pilosifrons","35.812","-78.714","dataset provided",2
"Hoplitis producta/pilosifrons","35.81666667","-78.71666667","google earth",2
"Hoplitis producta/pilosifrons","35.871","-78.763","dataset provided",1
"Hoplitis producta/pilosifrons","35.88333333","-78.75","google earth",10
"Hoplitis producta/pilosifrons","35.926","-78.601","dataset provided",5
"Hoplitis producta/pilosifrons","35.94181","-78.58139","dataset provided",8
"Hoplitis simplex","35.76666667","-78.63333333","google earth - Raleigh",9
