"scientific_name","decimal_latitude","decimal_longitude","where_obtained_coordinates","total_num_specimens"
"Hoplitis simplex","35.7719","-78.6389","dataset provided",2
"Hoplitis simplex","35.77209","-78.63861","dataset provided",2
"Hoplitis spoliata","35.65","-78.68333333","google earth - McCullers, Garner",1
"Hoplitis spoliata","35.76666667","-78.63333333","google earth - Raleigh",7
"Hoplitis spoliata","35.7719","-78.6389","dataset provided",1
"Hoplitis spoliata","35.8","-78.55","google earth - Wake County",1
"Hoplitis spoliata","35.88333333","-78.75","google earth",1
"Hoplitis truncata","35.76666667","-78.36666667","google earth",1
"Hoplitis truncata","35.76666667","-78.63333333","google earth - Raleigh",96
"Hoplitis truncata","35.77194","-78.63889","dataset provided",2
"Hoplitis truncata","35.78348","-78.63306","dataset provided",1
"Hoplitis truncata","35.8","-78.55","google earth - Wake County",7
"Hoplitis truncata","35.81666667","-78.71666667","google earth",1
"Hoplitis truncata","35.88333333","-78.75","google earth",10
"Hoplitis truncata","35.932","-78.686","dataset provided",1
"Hoplitis truncata","35.94181","-78.58139","dataset provided",3
"Hylaeus affinis","35.781","-78.639","dataset provided",8
"Hylaeus affinis","35.79","-78.65","dataset provided",1
"Hylaeus annulatus","35.788","-78.673","dataset provided",1
"Hylaeus fedorica","35.781","-78.639","dataset provided",2
"Hylaeus fedorica","35.79","-78.65","dataset provided",1
"Hylaeus floridanus","35.77209","-78.63861","dataset provided",1
"Hylaeus floridanus","35.781","-78.639","dataset provided",4
"Hylaeus floridanus","35.79","-78.65","dataset provided",1
"Hylaeus floridanus","35.854","-78.743","dataset provided",1
"Hylaeus mesillae","35.76666667","-78.63333333","google earth - Raleigh",1
"Hylaeus mesillae","35.781","-78.639","dataset provided",21
"Hylaeus mesillae","35.788","-78.673","dataset provided",1
"Hylaeus mesillae","35.79","-78.65","dataset provided",11
"Hylaeus mesillae","35.858","-78.752","dataset provided",1
"Hylaeus modestus","35.772","-78.639","dataset provided",4
"Hylaeus modestus","35.781","-78.639","dataset provided",33
"Hylaeus modestus","35.786","-78.669","dataset provided",15
"Hylaeus modestus","35.788","-78.672","dataset provided",1
"Hylaeus modestus","35.79","-78.65","dataset provided",119
"Hylaeus modestus","35.794","-78.7","dataset provided",2
"Hylaeus modestus","35.795","-78.668","dataset provided",1
"Hylaeus modestus","35.80546","-78.60966","dataset provided",7
"Hylaeus modestus","35.816","-78.642","dataset provided",1
"Hylaeus modestus","35.83","-78.77722222","dataset provided",1
"Hylaeus modestus","35.858","-78.752","dataset provided",10
"Hylaeus ornatus","35.77194","-78.63889","dataset provided",1
"Hylaeus verticalis","35.79","-78.65","dataset provided",2
"Lasioglossum admirandum","35.65","-78.68333333","google earth - McCullers, Garner",1
"Lasioglossum admirandum","35.75","-78.66","dataset provided",2
"Lasioglossum admirandum","35.76666667","-78.63333333","google earth - Raleigh",51
"Lasioglossum admirandum","35.8","-78.55","google earth - Wake County",6
"Lasioglossum admirandum","35.83333333","-78.78333333","google earth - Lake Crabtree County Park, Wake",1
"Lasioglossum admirandum","35.848","-78.551","dataset provided",1
"Lasioglossum admirandum","35.88333333","-78.75","google earth",2
"Lasioglossum athabascense","35.76666667","-78.63333333","google earth - Raleigh",1
"Lasioglossum bruneri","35.748","-78.687","dataset provided",2
"Lasioglossum bruneri","35.75","-78.66","dataset provided",6
"Lasioglossum bruneri","35.76666667","-78.63333333","google earth - Raleigh",19
"Lasioglossum bruneri","35.768","-78.615","dataset provided",2
"Lasioglossum bruneri","35.77194","-78.63889","dataset provided",3
"Lasioglossum bruneri","35.782","-78.686","dataset provided",1
"Lasioglossum bruneri","35.787","-78.672","dataset provided",1
"Lasioglossum bruneri","35.788","-78.673","dataset provided",12
"Lasioglossum bruneri","35.797","-78.634","dataset provided",1
"Lasioglossum bruneri","35.803","-78.684","dataset provided",3
"Lasioglossum bruneri","35.816","-78.642","dataset provided",2
"Lasioglossum bruneri","35.83","-78.615","dataset provided",4
"Lasioglossum bruneri","35.83","-78.672","dataset provided",2
"Lasioglossum bruneri","35.83861111","-78.79027778","dataset provided",1
"Lasioglossum bruneri","35.848","-78.551","dataset provided",3
"Lasioglossum bruneri","35.867","-78.648","dataset provided",1
"Lasioglossum bruneri","35.892","-78.704","dataset provided",1
"Lasioglossum bruneri","35.932","-78.686","dataset provided",3
"Lasioglossum callidum","35.71666667","-78.68333333","dataset provided",3
"Lasioglossum callidum","35.75","-78.66","dataset provided",3
"Lasioglossum callidum","35.76666667","-78.63333333","google earth - Raleigh",2
"Lasioglossum callidum","35.8","-78.55","google earth - Wake County",1
"Lasioglossum callidum","35.812","-78.714","dataset provided",1
"Lasioglossum callidum","35.816","-78.642","dataset provided",1
"Lasioglossum callidum","35.848","-78.551","dataset provided",10
"Lasioglossum callidum","35.871","-78.763","dataset provided",1
"Lasioglossum cinctipes","35.75","-78.66","dataset provided",1
"Lasioglossum cinctipes","35.76666667","-78.63333333","google earth - Raleigh",7
"Lasioglossum cinctipes","35.83","-78.615","dataset provided",2
"Lasioglossum coeruleum","35.7502","-78.6605","dataset provided",1
"Lasioglossum coeruleum","35.76666667","-78.63333333","google earth - Raleigh",1
"Lasioglossum coreopsis","35.65","-78.68333333","google earth - McCullers, Garner",3
"Lasioglossum coreopsis","35.75","-78.66","dataset provided",5
"Lasioglossum coreopsis","35.76666667","-78.63333333","google earth - Raleigh",131
"Lasioglossum coreopsis","35.7719","-78.6389","dataset provided",1
"Lasioglossum coreopsis","35.77194","-78.63889","dataset provided",1
"Lasioglossum coreopsis","35.781","-78.639","dataset provided",14
"Lasioglossum coreopsis","35.8","-78.55","google earth - Wake County",4
"Lasioglossum coreopsis","35.82777778","-78.715","dataset provided",1
"Lasioglossum coreopsis","35.867","-78.648","dataset provided",1
"Lasioglossum coreopsis","35.926","-78.601","dataset provided",1
"Lasioglossum coreopsis","35.932","-78.686","dataset provided",3
"Lasioglossum coreopsis","35.99388889","-78.7","dataset provided",1
"Lasioglossum creberrimum","35.76666667","-78.63333333","google earth - Raleigh",2
"Lasioglossum creberrimum","35.77194","-78.63889","dataset provided",1
"Lasioglossum cressonii","35.76666667","-78.63333333","google earth - Raleigh",10
"Lasioglossum floridanum","35.76666667","-78.63333333","google earth - Raleigh",5
"Lasioglossum forbesii","35.76666667","-78.63333333","google earth - Raleigh",3
"Lasioglossum fuscipenne","35.7502","-78.6605","dataset provided",1
"Lasioglossum fuscipenne","35.7653","-78.7202","dataset provided",18
"Lasioglossum fuscipenne","35.76666667","-78.36666667","google earth",2
"Lasioglossum fuscipenne","35.76666667","-78.63333333","google earth - Raleigh",37
"Lasioglossum fuscipenne","35.77194","-78.63889","dataset provided",1
"Lasioglossum fuscipenne","35.8","-78.55","google earth - Wake County",1
"Lasioglossum fuscipenne","35.81666667","-78.72083333","dataset provided",1
"Lasioglossum fuscipenne","35.867","-78.648","dataset provided",1
"Lasioglossum fuscipenne","35.99388889","-78.7","dataset provided",1
"Lasioglossum gotham","35.7502","-78.6605","dataset provided",2
"Lasioglossum hitchensi","35.75","-78.66","dataset provided",2
"Lasioglossum hitchensi","35.7502","-78.6605","dataset provided",1
"Lasioglossum hitchensi","35.76666667","-78.63333333","google earth - Raleigh",6
"Lasioglossum hitchensi","35.768","-78.615","dataset provided",3
"Lasioglossum hitchensi","35.77194","-78.63889","dataset provided",1
"Lasioglossum hitchensi","35.772","-78.639","dataset provided",1
"Lasioglossum hitchensi","35.786","-78.669","dataset provided",6
"Lasioglossum hitchensi","35.788","-78.673","dataset provided",1
"Lasioglossum hitchensi","35.794","-78.7","dataset provided",1
"Lasioglossum hitchensi","35.795","-78.668","dataset provided",1
"Lasioglossum hitchensi","35.803","-78.684","dataset provided",3
"Lasioglossum hitchensi","35.812","-78.714","dataset provided",3
"Lasioglossum hitchensi","35.816","-78.642","dataset provided",6
"Lasioglossum hitchensi","35.82777778","-78.715","dataset provided",2
"Lasioglossum hitchensi","35.83","-78.615","dataset provided",1
"Lasioglossum hitchensi","35.847","-78.627","dataset provided",1
"Lasioglossum hitchensi","35.848","-78.551","dataset provided",3
"Lasioglossum hitchensi","35.867","-78.648","dataset provided",1
"Lasioglossum hitchensi","35.892","-78.704","dataset provided",1
"Lasioglossum hitchensi","35.932","-78.686","dataset provided",5
"Lasioglossum illinoense","35.75","-78.66","dataset provided",3
"Lasioglossum illinoense","35.76666667","-78.63333333","google earth - Raleigh",47
"Lasioglossum illinoense","35.768","-78.615","dataset provided",1
"Lasioglossum illinoense","35.77194","-78.63889","dataset provided",6
"Lasioglossum illinoense","35.781","-78.639","dataset provided",2
"Lasioglossum illinoense","35.787","-78.672","dataset provided",1
"Lasioglossum illinoense","35.788","-78.673","dataset provided",1
"Lasioglossum illinoense","35.79","-78.65","dataset provided",77
"Lasioglossum illinoense","35.8","-78.55","google earth - Wake County",54
"Lasioglossum illinoense","35.824","-78.687","dataset provided",1
"Lasioglossum illinoense","35.83","-78.672","dataset provided",1
"Lasioglossum illinoense","35.83333333","-78.78333333","google earth - Lake Crabtree County Park, Wake",1
"Lasioglossum illinoense","35.867","-78.648","dataset provided",1
"Lasioglossum illinoense","35.926","-78.601","dataset provided",1
"Lasioglossum illinoense","35.932","-78.686","dataset provided",5
"Lasioglossum imitatum","35.65","-78.75","google earth - SR 1390 Raleigh",1
"Lasioglossum imitatum","35.748","-78.687","dataset provided",6
"Lasioglossum imitatum","35.75","-78.66","dataset provided",16
"Lasioglossum imitatum","35.7502","-78.6605","dataset provided",6
"Lasioglossum imitatum","35.76666667","-78.36666667","google earth",5
"Lasioglossum imitatum","35.76666667","-78.63333333","google earth - Raleigh",149
"Lasioglossum imitatum","35.768","-78.615","dataset provided",14
"Lasioglossum imitatum","35.77194","-78.63889","dataset provided",1
"Lasioglossum imitatum","35.78333333","-78.66666667","google earth",3
"Lasioglossum imitatum","35.786","-78.669","dataset provided",13
"Lasioglossum imitatum","35.786","-78.67","dataset provided",1
"Lasioglossum imitatum","35.787","-78.672","dataset provided",16
"Lasioglossum imitatum","35.788","-78.672","dataset provided",1
"Lasioglossum imitatum","35.788","-78.673","dataset provided",18
"Lasioglossum imitatum","35.794","-78.7","dataset provided",6
"Lasioglossum imitatum","35.795","-78.668","dataset provided",17
"Lasioglossum imitatum","35.797","-78.634","dataset provided",2
"Lasioglossum imitatum","35.8","-78.55","google earth - Wake County",7
"Lasioglossum imitatum","35.803","-78.684","dataset provided",7
"Lasioglossum imitatum","35.812","-78.714","dataset provided",12
"Lasioglossum imitatum","35.816","-78.642","dataset provided",11
"Lasioglossum imitatum","35.824","-78.687","dataset provided",3
"Lasioglossum imitatum","35.82777778","-78.715","dataset provided",2
"Lasioglossum imitatum","35.83","-78.615","dataset provided",1
"Lasioglossum imitatum","35.83333333","-78.78333333","google earth - Lake Crabtree County Park, Wake",1
"Lasioglossum imitatum","35.848","-78.551","dataset provided",5
"Lasioglossum imitatum","35.858","-78.752","dataset provided",5
"Lasioglossum imitatum","35.867","-78.648","dataset provided",19
"Lasioglossum imitatum","35.871","-78.763","dataset provided",1
"Lasioglossum imitatum","35.88333333","-78.75","google earth",8
"Lasioglossum imitatum","35.892","-78.704","dataset provided",2
"Lasioglossum imitatum","35.926","-78.601","dataset provided",2
"Lasioglossum imitatum","35.927","-78.564","dataset provided",5
"Lasioglossum imitatum","35.932","-78.686","dataset provided",12
"Lasioglossum lionotum","35.76666667","-78.63333333","google earth - Raleigh",1
"Lasioglossum lionotum","35.768","-78.615","dataset provided",1
"Lasioglossum lustrans","35.75","-78.66","dataset provided",8
"Lasioglossum lustrans","35.76666667","-78.63333333","google earth - Raleigh",5
"Lasioglossum lustrans","35.78333333","-78.76666667","google earth",6
"Lasioglossum lustrans","35.8","-78.55","google earth - Wake County",23
"Lasioglossum macoupinense","35.76666667","-78.63333333","google earth - Raleigh",2
"Lasioglossum oblongum","35.76666667","-78.63333333","google earth - Raleigh",10
"Lasioglossum oblongum","35.77194","-78.63889","dataset provided",1
"Lasioglossum oblongum","35.8","-78.55","google earth - Wake County",1
"Lasioglossum pectorale","35.76666667","-78.63333333","google earth - Raleigh",23
"Lasioglossum pectorale","35.77194","-78.63889","dataset provided",1
"Lasioglossum pilosum","35.76666667","-78.36666667","google earth",2
"Lasioglossum pilosum","35.76666667","-78.63333333","google earth - Raleigh",120
"Lasioglossum pilosum","35.77194","-78.63889","dataset provided",1
"Lasioglossum pilosum","35.794","-78.7","dataset provided",1
"Lasioglossum pilosum","35.8","-78.55","google earth - Wake County",5
"Lasioglossum platyparium","35.7502","-78.6605","dataset provided",1
"Lasioglossum platyparium","35.76666667","-78.63333333","google earth - Raleigh",5
"Lasioglossum platyparium","35.768","-78.615","dataset provided",1
"Lasioglossum puteulanum","35.82777778","-78.715","dataset provided",2
"Lasioglossum raleighense","35.76666667","-78.63333333","google earth - Raleigh",7
"Lasioglossum reticulatum","35.77194","-78.63889","dataset provided",1
"Lasioglossum simplex","35.65","-78.68333333","google earth - McCullers, Garner",1
"Lasioglossum subviridatum","35.75","-78.66","dataset provided",1
"Lasioglossum subviridatum","35.803","-78.684","dataset provided",1
"Lasioglossum subviridatum","35.824","-78.687","dataset provided",1
"Lasioglossum subviridatum","35.867","-78.648","dataset provided",3
"Lasioglossum subviridatum","35.932","-78.686","dataset provided",1
"Lasioglossum tegulare","35.75","-78.66","dataset provided",1
"Lasioglossum tegulare","35.76666667","-78.63333333","google earth - Raleigh",51
"Lasioglossum tegulare","35.768","-78.615","dataset provided",7
"Lasioglossum tegulare","35.786","-78.67","dataset provided",1
"Lasioglossum tegulare","35.788","-78.673","dataset provided",1
"Lasioglossum tegulare","35.797","-78.634","dataset provided",3
"Lasioglossum tegulare","35.8","-78.55","google earth - Wake County",2
"Lasioglossum tegulare","35.812","-78.714","dataset provided",1
"Lasioglossum tegulare","35.816","-78.642","dataset provided",2
"Lasioglossum tegulare","35.824","-78.687","dataset provided",2
"Lasioglossum tegulare","35.82777778","-78.715","dataset provided",1
"Lasioglossum tegulare","35.83","-78.672","dataset provided",2
"Lasioglossum tegulare","35.848","-78.551","dataset provided",8
"Lasioglossum tegulare","35.867","-78.648","dataset provided",1
"Lasioglossum tegulare","35.871","-78.763","dataset provided",1
"Lasioglossum tegulare","35.88333333","-78.75","google earth",1
"Lasioglossum tegulare","35.892","-78.704","dataset provided",1
"Lasioglossum tegulare","35.926","-78.601","dataset provided",2
"Lasioglossum tegulare","35.927","-78.564","dataset provided",2
"Lasioglossum tegulare","35.932","-78.686","dataset provided",1
"Lasioglossum trigeminum","35.75","-78.66","dataset provided",3
"Lasioglossum trigeminum","35.76666667","-78.63333333","google earth - Raleigh",3
"Lasioglossum trigeminum","35.803","-78.684","dataset provided",1
"Lasioglossum trigeminum","35.848","-78.551","dataset provided",4
"Lasioglossum trigeminum","35.867","-78.648","dataset provided",1
"Lasioglossum trigeminum","35.926","-78.601","dataset provided",3
"Lasioglossum trigeminum","35.927","-78.564","dataset provided",1
"Lasioglossum truncatum","35.76666667","-78.63333333","google earth - Raleigh",3
"Lasioglossum truncatum","35.867","-78.648","dataset provided",1
"Lasioglossum versatum","35.65","-78.68333333","google earth - McCullers, Garner",1
"Lasioglossum versatum","35.76666667","-78.63333333","google earth - Raleigh",64
"Lasioglossum versatum","35.8","-78.55","google earth - Wake County",8
"Lasioglossum versatum","35.83333333","-78.78333333","google earth - Lake Crabtree County Park, Wake",1
"Lasioglossum versatum","35.88333333","-78.75","google earth",4
"Lasioglossum vierecki","35.76666667","-78.63333333","google earth - Raleigh",3
"Lasioglossum viridatum","35.76666667","-78.63333333","google earth - Raleigh",4
"Lasioglossum viridatum","35.82777778","-78.715","dataset provided",1
"Lasioglossum weemsi","35.75","-78.66","dataset provided",1
"Lasioglossum weemsi","35.76666667","-78.63333333","google earth - Raleigh",4
"Lasioglossum weemsi","35.768","-78.615","dataset provided",1
"Lasioglossum weemsi","35.786","-78.669","dataset provided",2
"Lasioglossum weemsi","35.787","-78.672","dataset provided",1
"Lasioglossum weemsi","35.794","-78.7","dataset provided",1
"Lasioglossum weemsi","35.797","-78.634","dataset provided",1
"Lasioglossum weemsi","35.8","-78.55","google earth - Wake County",3
"Lasioglossum weemsi","35.803","-78.684","dataset provided",3
"Lasioglossum weemsi","35.816","-78.642","dataset provided",2
"Lasioglossum weemsi","35.824","-78.687","dataset provided",1
"Lasioglossum weemsi","35.83","-78.615","dataset provided",1
"Lasioglossum weemsi","35.83","-78.672","dataset provided",4
"Lasioglossum weemsi","35.867","-78.648","dataset provided",1
"Lasioglossum weemsi","35.927","-78.564","dataset provided",1
"Lasioglossum weemsi","35.932","-78.686","dataset provided",4
"Lasioglossum zephyrum","35.748","-78.687","dataset provided",1
"Lasioglossum zephyrum","35.75","-78.66","dataset provided",1
"Lasioglossum zephyrum","35.76666667","-78.63333333","google earth - Raleigh",33
"Lasioglossum zephyrum","35.77194","-78.63889","dataset provided",2
"Lasioglossum zephyrum","35.786","-78.669","dataset provided",2
"Lasioglossum zephyrum","35.786","-78.67","dataset provided",1
"Lasioglossum zephyrum","35.787","-78.672","dataset provided",2
"Lasioglossum zephyrum","35.788","-78.673","dataset provided",1
"Lasioglossum zephyrum","35.812","-78.714","dataset provided",1
"Lasioglossum zephyrum","35.816","-78.642","dataset provided",2
"Lasioglossum zephyrum","35.848","-78.551","dataset provided",1
"Lasioglossum zephyrum","35.89361111","-78.73083333","dataset provided",8
"Lasioglossum zephyrum","35.926","-78.601","dataset provided",1
"Lasioglossum zephyrum","35.99388889","-78.7","dataset provided",2
"Lithurgopisis gibbosa","35.76666667","-78.63333333","google earth - Raleigh",10
"Lithurgopisis gibbosa","35.7719","-78.6389","dataset provided",1
"Macropis steironematis","35.76666667","-78.63333333","google earth - Raleigh",13
"Megachile addenda","35.75","-78.65","dataset provided",1
"Megachile addenda","35.76666667","-78.63333333","google earth - Raleigh",4
"Megachile addenda","35.7719","-78.6389","dataset provided",2
"Megachile addenda","35.77194","-78.63889","dataset provided",1
"Megachile addenda","35.77209","-78.63861","dataset provided",1
"Megachile addenda","35.781","-78.639","dataset provided",7
"Megachile albitarsis","35.77194","-78.63889","dataset provided",1
"Megachile albitarsis","35.858","-78.752","dataset provided",1
"Megachile brevis","35.725803","-78.675125","dataset provided",2
"Megachile brevis","35.76666667","-78.63333333","google earth - Raleigh",6
"Megachile brevis","35.77194","-78.63889","dataset provided",1
"Megachile brevis","35.781","-78.639","dataset provided",14
"Megachile brevis","35.79","-78.65","dataset provided",4
"Megachile campanulae","35.73333333","-78.7","google earth - State Rd 1152",1
"Megachile campanulae","35.75","-78.66","dataset provided",4
"Megachile campanulae","35.7502","-78.6605","dataset provided",1
"Megachile campanulae","35.76666667","-78.63333333","google earth - Raleigh",5
"Megachile campanulae","35.781","-78.639","dataset provided",1
"Megachile campanulae","35.788","-78.673","dataset provided",1
"Megachile campanulae","35.794","-78.7","dataset provided",3
"Megachile campanulae","35.83","-78.672","dataset provided",2
"Megachile campanulae","35.89361111","-78.73083333","dataset provided",2
"Megachile campanulae","35.926","-78.601","dataset provided",1
"Megachile campanulae","35.932","-78.686","dataset provided",2
"Megachile campanulae","35.99388889","-78.7","dataset provided",2
"Megachile exilis","35.7","-78.6","google earth - Garner",1
"Megachile exilis","35.748","-78.687","dataset provided",1
"Megachile exilis","35.75","-78.65","dataset provided",2
"Megachile exilis","35.75","-78.66","dataset provided",5
"Megachile exilis","35.7502","-78.6605","dataset provided",6
"Megachile exilis","35.76666667","-78.63333333","google earth - Raleigh",8
"Megachile exilis","35.77194","-78.63889","dataset provided",1
"Megachile exilis","35.772","-78.639","dataset provided",1
"Megachile exilis","35.77209","-78.63861","dataset provided",7
"Megachile exilis","35.781","-78.639","dataset provided",10
"Megachile exilis","35.786","-78.669","dataset provided",1
"Megachile exilis","35.786","-78.67","dataset provided",5
"Megachile exilis","35.788","-78.672","dataset provided",1
"Megachile exilis","35.788","-78.673","dataset provided",1
"Megachile exilis","35.79","-78.65","dataset provided",4
"Megachile exilis","35.794","-78.7","dataset provided",10
"Megachile exilis","35.812","-78.714","dataset provided",7
"Megachile exilis","35.816","-78.642","dataset provided",2
"Megachile exilis","35.83","-78.672","dataset provided",3
"Megachile exilis","35.83861111","-78.79027778","dataset provided",1
"Megachile exilis","35.858","-78.752","dataset provided",3
"Megachile exilis","35.932","-78.686","dataset provided",2
"Megachile frigida","35.725803","-78.675125","dataset provided",4
"Megachile frugalis","35.781","-78.639","dataset provided",2
"Megachile gemula","35.83","-78.672","dataset provided",1
"Megachile georgica","35.75","-78.65","dataset provided",2
"Megachile georgica","35.7719","-78.6389","dataset provided",2
"Megachile georgica","35.77194","-78.63889","dataset provided",2
"Megachile georgica","35.781","-78.639","dataset provided",3
"Megachile georgica","35.79","-78.65","dataset provided",1
"Megachile georgica","35.79154","-78.7811169","dataset provided",1
"Megachile georgica","35.858","-78.752","dataset provided",1
"Megachile inimica","35.781","-78.639","dataset provided",1
"Megachile inimica","35.858","-78.752","dataset provided",3
"Megachile integra","35.76666667","-78.63333333","google earth - Raleigh",2
"Megachile lippiae","35.725803","-78.675125","dataset provided",1
"Megachile mendica","35.725803","-78.675125","dataset provided",48
"Megachile mendica","35.748","-78.687","dataset provided",4
"Megachile mendica","35.75","-78.65","dataset provided",3
"Megachile mendica","35.75","-78.66","dataset provided",6
"Megachile mendica","35.7502","-78.6605","dataset provided",9
"Megachile mendica","35.76666667","-78.63333333","google earth - Raleigh",14
"Megachile mendica","35.77194","-78.63889","dataset provided",1
"Megachile mendica","35.77209","-78.63861","dataset provided",1
"Megachile mendica","35.781","-78.639","dataset provided",23
"Megachile mendica","35.782","-78.686","dataset provided",1
"Megachile mendica","35.78333333","-78.68333333","google earth",1
"Megachile mendica","35.788","-78.673","dataset provided",7
"Megachile mendica","35.789","-78.781","dataset provided",4
"Megachile mendica","35.79","-78.65","dataset provided",9
"Megachile mendica","35.79154","-78.7811169","dataset provided",3
"Megachile mendica","35.794","-78.7","dataset provided",4
"Megachile mendica","35.797","-78.634","dataset provided",1
"Megachile mendica","35.8","-78.55","google earth - Wake County",2
"Megachile mendica","35.812","-78.714","dataset provided",5
"Megachile mendica","35.816","-78.642","dataset provided",2
"Megachile mendica","35.81666667","-78.71666667","google earth",2
"Megachile mendica","35.824","-78.687","dataset provided",1
"Megachile mendica","35.82777778","-78.715","dataset provided",2
"Megachile mendica","35.83861111","-78.79027778","dataset provided",1
"Megachile mendica","35.848","-78.551","dataset provided",1
"Megachile mendica","35.85376","-78.74278","dataset provided",6
"Megachile mendica","35.858","-78.752","dataset provided",14
"Megachile mendica","35.86666667","-78.56666667","google earth",1
"Megachile mendica","35.89361111","-78.73083333","dataset provided",3
"Megachile mendica","35.926","-78.601","dataset provided",15
"Megachile mendica","35.93333333","-78.56666667","google earth",1
"Megachile mendica","35.99388889","-78.7","dataset provided",1
"Megachile mucida","35.75","-78.65","dataset provided",2
"Megachile mucida","35.76666667","-78.63333333","google earth - Raleigh",1
"Megachile mucida","35.781","-78.639","dataset provided",6
"Megachile oenotherae","35.6392","-78.8513","dataset provided",1
"Megachile oenotherae","35.75","-78.65","dataset provided",5
"Megachile oenotherae","35.76666667","-78.63333333","google earth - Raleigh",8
"Megachile oenotherae","35.77194","-78.63889","dataset provided",8
"Megachile oenotherae","35.77209","-78.63861","dataset provided",2
"Megachile oenotherae","35.79","-78.65","dataset provided",1
"Megachile oenotherae","35.8","-78.55","dataset provided",1
"Megachile oenotherae","35.8","-78.55","google earth - Wake County",2
"Megachile parallela","35.725803","-78.675125","dataset provided",8
"Megachile parallela","35.781","-78.639","dataset provided",1
"Megachile petulans","35.7","-78.6","google earth - Garner",1
"Megachile petulans","35.725803","-78.675125","dataset provided",1
"Megachile petulans","35.75","-78.65","dataset provided",1
"Megachile petulans","35.75","-78.66","dataset provided",1
"Megachile petulans","35.7502","-78.6605","dataset provided",3
"Megachile petulans","35.76666667","-78.63333333","google earth - Raleigh",3
"Megachile petulans","35.76666667","-78.66666667","google earth - Central Utility Plant, NCSU Centennial Campus",1
"Megachile petulans","35.77194","-78.63889","dataset provided",3
"Megachile petulans","35.781","-78.639","dataset provided",2
"Megachile petulans","35.788","-78.673","dataset provided",1
"Megachile petulans","35.79","-78.65","dataset provided",2
"Megachile petulans","35.80546","-78.60966","dataset provided",1
"Megachile petulans","35.81666667","-78.71666667","google earth",1
"Megachile petulans","35.848","-78.551","dataset provided",1
"Megachile petulans","35.858","-78.752","dataset provided",1
"Megachile petulans","35.89361111","-78.73083333","dataset provided",1
"Megachile petulans","35.926","-78.601","dataset provided",4
"Megachile policaris","35.725803","-78.675125","dataset provided",1
"Megachile relativa","35.77194","-78.63889","dataset provided",1
"Megachile rotundata","35.73333333","-78.7","google earth - State Rd 1152",1
"Megachile rotundata","35.75","-78.66","dataset provided",2
"Megachile rotundata","35.7502","-78.6605","dataset provided",9
"Megachile rotundata","35.76666667","-78.63333333","google earth - Raleigh",4
"Megachile rotundata","35.76666667","-78.66666667","google earth - Central Utility Plant, NCSU Centennial Campus",2
"Megachile rotundata","35.768","-78.615","dataset provided",1
"Megachile rotundata","35.77209","-78.63861","dataset provided",2
"Megachile rotundata","35.78333333","-78.7","google earth",1
"Megachile rotundata","35.786","-78.669","dataset provided",10
"Megachile rotundata","35.786","-78.67","dataset provided",3
"Megachile rotundata","35.788","-78.672","dataset provided",1
"Megachile rotundata","35.788","-78.673","dataset provided",8
"Megachile rotundata","35.794","-78.7","dataset provided",2
"Megachile rotundata","35.803","-78.684","dataset provided",1
"Megachile rotundata","35.816","-78.642","dataset provided",5
"Megachile rotundata","35.82777778","-78.715","dataset provided",2
"Megachile rotundata","35.89361111","-78.73083333","dataset provided",3
"Megachile rotundata","35.926","-78.601","dataset provided",2
"Megachile rubi","35.75","-78.65","dataset provided",3
"Megachile rubi","35.7719","-78.6389","dataset provided",1
"Megachile rubi","35.77194","-78.63889","dataset provided",3
"Megachile rubi","35.77209854","-78.63860321","dataset provided",1
"Megachile rubi","35.781","-78.639","dataset provided",3
"Megachile sculpturalis","35.7231","-78.6735","dataset provided",1
"Megachile sculpturalis","35.76666667","-78.63333333","google earth - Raleigh",2
"Megachile sculpturalis","35.76666667","-78.68333333","dataset provided",1
"Megachile sculpturalis","35.7787","-78.6767","dataset provided",13
"Megachile sculpturalis","35.781","-78.639","dataset provided",1
"Megachile sculpturalis","35.781","-78.6644","dataset provided",1
"Megachile sculpturalis","35.789845","-78.65063","dataset provided",2
"Megachile sculpturalis","35.8","-78.55","dataset provided",4
"Megachile sculpturalis","35.89361111","-78.73083333","dataset provided",2
"Megachile texana","35.7502","-78.6605","dataset provided",1
"Megachile texana","35.76666667","-78.63333333","google earth - Raleigh",4
"Megachile texana","35.781","-78.639","dataset provided",2
"Megachile texana","35.79","-78.65","dataset provided",2
"Megachile texana","35.79154","-78.7811169","dataset provided",3
"Megachile texana","35.794","-78.7","dataset provided",1
"Megachile texana","35.80546","-78.60966","dataset provided",1
"Megachile texana","35.83","-78.672","dataset provided",2
"Megachile texana","35.858","-78.752","dataset provided",2
"Megachile xylocopoides","35.658312","-78.837922","dataset provided",1
"Megachile xylocopoides","35.725803","-78.675125","dataset provided",3
"Megachile xylocopoides","35.748","-78.687","dataset provided",2
"Megachile xylocopoides","35.75","-78.66","dataset provided",1
"Megachile xylocopoides","35.7502","-78.6605","dataset provided",3
"Megachile xylocopoides","35.774989","-78.732284","dataset provided",1
"Megachile xylocopoides","35.788","-78.673","dataset provided",2
"Megachile xylocopoides","35.789845","-78.65063","dataset provided",1
"Megachile xylocopoides","35.794","-78.7","dataset provided",1
"Megachile xylocopoides","35.816","-78.642","dataset provided",3
"Megachile xylocopoides","35.824","-78.687","dataset provided",2
"Megachile xylocopoides","35.83","-78.672","dataset provided",1
