"Bombus impatiens","Apidae","1","1","1",,,,,,,"1",,,,"1",,,,"1","1","1",,"1",,"1","1","1","1","1",,"1",,,"1","1",,,,"1",,"1",,"1","1",,"1",,,,"1","1",,,"1","1","1",,"1",,"1",,"1",,"1","1","1",,,"1",,,,,"1","1","1",,"1",,"1",,"1","1",,,"1","1","1","1",,,,"1","1",,,"1","1","1","1","1","1","1","1",,,,,,
"Bombus pensylvanicus","Apidae",,"1","1",,,,"1",,"1",,"1","1",,,,,,"1","1","1",,"1","1","1","1","1","1",,,,,,"1","1",,,,"1",,"1",,"1",,,"1","1","1","1","1",,,,"1","1","1",,,,"1",,"1","1",,,,,,,"1","1","1",,,,"1",,"1",,,,"1",,"1","1",,,"1",,,,,"1",,"1",,"1","1",,,,"1",,,,,,,,
"Bombus variabilis","Apidae","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,,,,,,,,,"1",,,,,
"Calliopsis andreniformis","Andrenidae","1","1",,"1",,,,,,,,"1",,,,,,"1",,"1","1",,,"1",,,"1",,"1","1","1",,,"1","1",,,"1",,,"1","1",,,"1","1",,,,,"1",,"1","1","1","1",,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,
"Calliopsis coloradensis","Andrenidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,
"Ceratina calcarata","Apidae",,,"1","1",,"1","1","1",,,,"1","1",,"1",,,"1","1",,"1","1",,"1","1",,"1",,"1","1","1","1","1","1","1","1","1","1",,,"1","1",,"1","1","1","1",,,,,"1","1","1","1","1",,,,,"1",,"1","1",,,,,,,,,,,"1",,,"1",,,,"1",,,"1",,,,,"1",,,,,,,,,,,,"1",,,"1",,,,
"Ceratina cockerelli","Apidae",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ceratina dupla","Apidae","1",,,,,,,,,,,"1",,,,,,"1",,"1","1",,,"1",,,,,,"1",,,"1",,"1",,,"1",,,"1","1",,,,,,,,,,"1",,,"1","1",,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,
"Ceratina floridana","Apidae",,,,"1",,,"1",,,"1",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ceratina strenua","Apidae",,,"1","1",,,,"1",,,,"1",,"1",,,,"1",,"1","1",,,"1",,,"1",,"1","1","1",,"1",,"1","1","1",,"1",,"1",,"1","1","1","1",,,,,,"1","1",,"1","1",,,,"1","1",,"1",,,"1",,,,,,,,,"1",,,,,,,"1",,,,,,,,"1",,,,,,,,,,,,,,,,,,,
"Chelostoma philadelphi","Megachilidae",,"1",,,,,,,,,,"1",,,,,,"1",,,,,,"1",,,"1",,"1",,,"1",,,,,,"1",,,,,,"1","1","1",,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys banksi","Megachilidae",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys dolichos","Megachilidae",,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys germana","Megachilidae","1",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys hunteri","Megachilidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys immaculata","Megachilidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys mexicana","Megachilidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys mitchelli","Megachilidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys modesta","Megachilidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys octodentatus","Megachilidae","1","1","1",,,,,,,,,,,,,,,"1",,,,,,"1",,,,,,,,,,"1",,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coelioxys sayi","Megachilidae","1","1","1","1","1","1",,"1",,"1",,"1","1",,,,,"1","1",,"1",,,"1","1","1","1",,,"1","1",,,"1",,,,,,,"1","1",,"1","1","1",,,,"1",,"1",,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,
"Colletes aestivalis","Colletidae",,"1",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes americanus","Colletidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"1","1","1",,"1","1",,,,,,,"1",,,,,,,,"1",,,"1",,,"1","1",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,
"Colletes brevicornis","Colletidae","1","1",,"1",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,"1",,,,,,,,"1",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes compactus","Colletidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,"1","1",,,,,,,,,,,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,
"Colletes eulophi","Colletidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes inaequalis","Colletidae",,,"1",,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,
"Colletes mandibularis","Colletidae",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes nudus","Colletidae","1","1",,,,,,,,,,,"1",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes productus","Colletidae",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes simulans","Colletidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes thoracicus","Colletidae",,,,,,,,,,,,"1",,,,,,"1","1",,,,,"1",,,,,,,,,,"1",,,,,,,,"1",,,"1",,,,,,,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes validus","Colletidae",,,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colletes willistoni","Colletidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dianthidium curvatum","Megachilidae","1","1",,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epeolus australis","Apidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epeolus autumnalis","Apidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1",,,,,,,,,,"1",,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epeolus banksi","Apidae",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epeolus bifasciatus","Apidae","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epeolus ilicis","Apidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epeolus interruptus","Apidae","1","1","1","1",,,,,"1",,"1",,,,,,,,,,,,,,,,"1",,"1",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epeolus pusillus","Apidae","1","1","1",,,,,"1",,,,,,,,,,,,"1",,,,,,,"1",,"1","1","1",,,,,,,,,,,,,"1",,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eucera atriventris","Apidae",,"1","1",,,"1",,"1",,,"1","1",,,,,,,,,"1",,,,,,,,,,,,,"1",,,,,,,,"1","1",,,"1",,,,,,"1",,"1",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eucera dubitata","Apidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eucera fulvohirta","Apidae",,,"1",,"1",,,"1","1",,,,,,,,,,,,"1",,,,,,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eucera hamata","Apidae","1","1","1",,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eucera pruinosa","Apidae",,"1","1",,"1",,,"1","1",,,,,,,,,,"1",,,,,"1","1","1",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,"1",,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eucera rosae","Apidae","1","1","1","1",,,,,,,,,"1",,,,,,,,"1",,,,,,,,,"1",,,,,,,,,,,"1",,,,"1","1",,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Habropoda laboriosa","Apidae","1","1","1","1","1",,,"1",,,,,,,,"1",,"1",,,"1",,,"1",,,"1",,,,,,,,,,,"1",,,,"1",,"1",,,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,
"Halictus confusus","Halictidae","1",,,,,"1",,,,,"1","1",,,,,,"1",,,,,,"1","1",,,,"1",,,"1",,,,,,,,,,,,"1",,,"1",,,,"1","1",,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halictus ligatus/poeyi","Halictidae","1","1","1","1","1","1",,"1","1","1","1","1","1","1","1","1",,"1","1","1","1",,,"1","1","1","1",,"1","1","1","1","1","1",,"1",,"1",,"1","1","1","1",,"1","1","1",,"1","1","1","1",,"1","1","1",,,,"1",,,"1","1",,,,,,"1",,"1","1",,,,"1",,,,,"1",,,"1",,"1",,,,,,,,,"1",,,,,,,,,,,,,
"Halictus parallelus","Halictidae","1","1","1","1","1","1",,,"1",,,"1",,,"1",,,"1","1","1","1",,,"1","1",,,,,,,,,,"1",,,"1",,,"1","1",,,"1",,"1",,,,,,,"1","1",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,,,"1",,,,,,,,,,,,,,
"Halictus rubicundus","Halictidae","1","1","1","1",,"1",,"1","1",,"1","1",,,,,"1","1",,"1","1",,,"1","1","1","1",,"1",,,,"1","1","1","1",,"1",,,"1","1","1","1","1","1","1",,,,,"1",,"1","1",,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,
"Heriades carinata","Megachilidae","1","1","1","1",,,,"1",,,,"1",,,,,,"1",,,,,,"1",,,,,"1",,,"1",,,,,,"1","1",,,,,,"1",,,,,,,,,"1",,,,,,"1",,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,
"Heriades variolosa","Megachilidae","1","1","1",,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,"1",,,,,,"1",,,,,,,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holcopasites calliopsidis","Apidae",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holcopasites heliopsis","Apidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holcopasites illinoiensis","Apidae",,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,,,,"1",,"1",,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoplitis producta/pilosifrons","Megachilidae","1","1","1","1","1","1",,"1","1",,,"1",,,,,,"1",,,"1",,,"1",,"1","1",,"1","1",,"1","1","1","1","1","1",,"1",,"1","1","1",,"1",,,,,"1",,"1",,"1","1","1",,"1",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,
"Hoplitis simplex","Megachilidae",,,,"1",,"1",,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,"1",,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoplitis spoliata","Megachilidae",,,,"1",,,,"1",,,"1",,,,,,,,,,,,,,,,,,,"1",,,"1","1",,,"1","1",,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoplitis truncata","Megachilidae","1","1","1","1","1",,,"1","1",,,"1",,,,,,,,"1","1",,,"1",,,"1",,"1","1","1",,,"1","1","1",,,"1",,"1","1",,"1","1","1",,,,"1","1","1",,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,"1",,,
"Hylaeus affinis","Colletidae",,,,"1",,,"1",,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,
"Hylaeus annulatus","Colletidae",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylaeus fedorica","Colletidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylaeus floridanus","Colletidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylaeus mesillae","Colletidae","1",,,,,"1",,,,,,"1",,,,,,,,,,,,"1",,,,,"1",,,"1","1","1",,,,,,,,,,,"1",,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,
"Hylaeus modestus","Colletidae","1",,,,,,,,,,,"1",,,,,,"1",,,,,,"1",,,,,,,,"1","1","1",,,,,,,,,,,"1","1",,,,,,,,"1","1",,,,,,"1",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylaeus ornatus","Colletidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylaeus verticalis","Colletidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum admirandum","Halictidae","1","1",,,,,,"1",,,"1","1","1",,,,,"1",,,"1",,,"1",,,,,"1","1","1","1","1","1","1","1","1","1",,,"1","1","1","1","1","1",,,,,,,"1","1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum athabascense","Halictidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum bruneri","Halictidae",,,"1","1",,"1",,,"1",,"1","1",,,,,,"1",,,"1",,,"1",,,"1",,,,,,"1","1",,,,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,
"Lasioglossum callidum","Halictidae",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,
"Lasioglossum cinctipes","Halictidae",,"1","1","1",,,,,"1",,,,,,,,,"1",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum coeruleum","Halictidae",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum coreopsis","Halictidae","1","1","1","1",,"1",,"1",,,,"1","1",,,,,"1",,"1","1",,,"1",,,"1",,"1","1","1","1","1","1",,"1",,"1",,,,"1",,,"1",,,,,,,"1","1","1","1","1",,,,,"1",,,"1",,,,"1",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum creberrimum","Halictidae",,,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum cressonii","Halictidae","1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1",,,,,,,,,,,,,,"1",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum floridanum","Halictidae",,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum forbesii","Halictidae",,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum fuscipenne","Halictidae","1","1","1","1",,"1",,,"1",,,"1",,,,,,,,,,,,"1",,"1",,,"1","1","1","1","1",,,,,"1",,"1",,,,"1",,,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,"1",,"1",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,
"Lasioglossum gotham","Halictidae",,,,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum hitchensi","Halictidae",,,,,,,,,,,,,,,,,,"1",,,,,,"1","1",,,,,,,,,"1",,,"1",,,,,,"1",,,,,,,,,,"1",,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum illinoense","Halictidae","1","1","1",,,,,"1","1",,,"1",,,,,,"1",,,,,,"1",,,"1","1","1","1",,,"1",,,"1","1","1",,,"1",,"1","1","1",,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum imitatum","Halictidae","1","1","1","1",,"1",,"1",,"1",,"1","1","1",,,,"1",,,"1",,,"1","1","1","1",,"1","1","1","1","1","1","1","1","1","1",,"1","1",,"1",,"1","1",,,"1",,,,,"1","1",,,,,"1","1",,,"1",,,,"1",,,,,,,,,"1",,,,,,,"1","1",,,,"1","1",,,,,,,,,,,,,,,,,,,
"Lasioglossum lionotum","Halictidae",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum lustrans","Halictidae",,"1",,,,,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum macoupinense","Halictidae","1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum oblongum","Halictidae",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum pectorale","Halictidae","1","1","1","1",,,,,,,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum pilosum","Halictidae","1","1","1","1","1","1",,"1","1",,"1","1",,,,,,"1",,"1","1",,,,,,"1","1","1","1",,"1","1",,,,,,,,"1","1","1","1","1","1",,,,,"1","1",,"1",,,,"1",,"1",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum platyparium","Halictidae","1",,"1",,,,,,,,,"1",,,,,,"1",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum puteulanum","Halictidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum raleighense","Halictidae","1",,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum reticulatum","Halictidae",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasioglossum simplex","Halictidae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
