"scientific_name","family","day","month","year","recorded_by","decimal_latitude","decimal_longitude","where_obtained_coordinates","n"
"Chelostoma philadelphi","Megachilidae","3","5","1955","D.H. Habeck",35.8,-78.55,"google earth - Wake County",1
"Chelostoma philadelphi","Megachilidae","5","5","2014","A. Hamblin",35.816,-78.642,"dataset provided",1
"Chelostoma philadelphi","Megachilidae","5","5","2015","A. Hamblin",35.797,-78.634,"dataset provided",6
"Chelostoma philadelphi","Megachilidae","5","5","2015","A. Hamblin",35.816,-78.642,"dataset provided",4
"Chelostoma philadelphi","Megachilidae","5","5","2015","A. Hamblin",35.867,-78.648,"dataset provided",1
"Chelostoma philadelphi","Megachilidae","6","5","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Chelostoma philadelphi","Megachilidae","7","5","1936",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Chelostoma philadelphi","Megachilidae","7","5","1937",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Chelostoma philadelphi","Megachilidae","7","5","1941",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Chelostoma philadelphi","Megachilidae","7","5","1949","D.L. Wray",35.76666667,-78.63333333,"google earth - Raleigh",9
"Chelostoma philadelphi","Megachilidae","9","5","1950","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys banksi","Megachilidae","26","8","1922","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys dolichos","Megachilidae","23","5","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys germana","Megachilidae","24","8","2015","E. Youngsteadt",35.7502,-78.6605,"dataset provided",1
"Coelioxys germana","Megachilidae","9","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys hunteri","Megachilidae","5","8","1957","T.B. Mitchell",35.88333333,-78.75,"google earth",2
"Coelioxys immaculata","Megachilidae","15","4","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys immaculata","Megachilidae","2","5","1948","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys mexicana","Megachilidae","25","6","1931","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys mitchelli","Megachilidae","17","5","1951","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys mitchelli","Megachilidae","21","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Coelioxys mitchelli","Megachilidae","22","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Coelioxys mitchelli","Megachilidae","23","5","1959","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys mitchelli","Megachilidae","23","5","1959","T.B. Mitchell",35.77209854,-78.63860321,"dataset provided",1
"Coelioxys modesta","Megachilidae","18","6","1921","C.S. Brimley",35.8,-78.55,"google earth - Wake County",2
"Coelioxys modesta","Megachilidae","5","6","1959","R.R. Snelling",35.8,-78.55,"google earth - Wake County",1
"Coelioxys octodentatus","Megachilidae","16","5","1948","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys octodentatus","Megachilidae","17","7","2014","A. Hamblin",35.812,-78.714,"dataset provided",1
"Coelioxys octodentatus","Megachilidae","2","10","1923","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys octodentatus","Megachilidae","2","7","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys octodentatus","Megachilidae","2","7","2015","A. Hamblin",35.812,-78.714,"dataset provided",1
"Coelioxys octodentatus","Megachilidae","20","5","1922","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys octodentatus","Megachilidae","21","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys octodentatus","Megachilidae","22","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys octodentatus","Megachilidae","22","6","1957","T.B. Mitchell",35.789,-78.67,"dataset provided",1
"Coelioxys octodentatus","Megachilidae","24","7","2015","A. Hamblin",35.75,-78.66,"dataset provided",1
"Coelioxys octodentatus","Megachilidae","25","4","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys octodentatus","Megachilidae","29","6","2015","A. Hamblin",35.797,-78.634,"dataset provided",1
"Coelioxys octodentatus","Megachilidae","30","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","1","7","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","10","5","1927","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Coelioxys sayi","Megachilidae","11","7","1931","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Coelioxys sayi","Megachilidae","12","10","1937","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","12","5","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","12","5","1956","T.B. Mitchell",35.88333333,-78.75,"google earth",1
"Coelioxys sayi","Megachilidae","12","6","1985","C.S. Parron",35.73333333,-78.7,"google earth - State Rd 1152",1
"Coelioxys sayi","Megachilidae","13","4","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","14","5","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","14","9","1923","T.B. Mitchell",35.65,-78.68333333,"google earth - McCullers, Garner",5
"Coelioxys sayi","Megachilidae","15","4","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","15","4","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","15","6","2018","H. Levenson & assistants",35.725803,-78.675125,"dataset provided",1
"Coelioxys sayi","Megachilidae","15","7","1922","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","15","9","1922","T.B. Mitchell",35.65,-78.68333333,"google earth - McCullers, Garner",1
"Coelioxys sayi","Megachilidae","16","10","1957","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","16","4","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","16","5","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","16","5","1957","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Coelioxys sayi","Megachilidae","16","6","1923","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","16","6","1955","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",3
"Coelioxys sayi","Megachilidae","17","5","1942",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","18","10","1923","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","18","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Coelioxys sayi","Megachilidae","18","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",2
"Coelioxys sayi","Megachilidae","19","5","1939",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","21","4","1948","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","21","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","22","4","1953","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","22","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","22","6","1957","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Coelioxys sayi","Megachilidae","22","6","1991","D.M. Stout II",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","23","5","1924","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","23","6","1925","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","24","4","1942",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","24","6","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Coelioxys sayi","Megachilidae","24","9","2016","E. Youngsteadt",35.7502,-78.6605,"dataset provided",1
"Coelioxys sayi","Megachilidae","24","9","2017","E. Youngsteadt",35.7502,-78.6605,"dataset provided",1
"Coelioxys sayi","Megachilidae","26","4","1942",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","28","9","2014","E. Youngsteadt",35.7502,-78.6605,"dataset provided",1
"Coelioxys sayi","Megachilidae","29","10","1944","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Coelioxys sayi","Megachilidae","29","4","1931","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","3","7","1928","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","30","4","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","30","5","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","30","6","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",4
"Coelioxys sayi","Megachilidae","30","6","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","30","6","2015","A. Hamblin",35.926,-78.601,"dataset provided",1
"Coelioxys sayi","Megachilidae","30","9","1921","A.W.L.",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","30","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Coelioxys sayi","Megachilidae","31","5","1928","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","31","8","1958","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","4","9","1925","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","5","5","1934","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","6","8","2014","A. Hamblin",35.812,-78.714,"dataset provided",1
"Coelioxys sayi","Megachilidae","7","5","1934","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","8","5","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","8","5","1944",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","8","7","1926","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Coelioxys sayi","Megachilidae","9","8","2015","E. Youngsteadt",35.7502,-78.6605,"dataset provided",1
"Colletes aestivalis","Colletidae","10","5","1934","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes aestivalis","Colletidae","18","5","1922","C.S. Brimley",35.77194,-78.63889,"dataset provided",1
"Colletes aestivalis","Colletidae","20","5","1942",,35.781,-78.639,"dataset provided",1
"Colletes aestivalis","Colletidae","24","5","1940","D.L. Wray",35.781,-78.639,"dataset provided",1
"Colletes americanus","Colletidae","1","10","1959",,35.79,-78.65,"dataset provided",1
"Colletes americanus","Colletidae","11","10","1961","T.B. Mitchell",35.858,-78.752,"dataset provided",7
"Colletes americanus","Colletidae","17","10","1913","C.H. Waldron",35.77194,-78.63889,"dataset provided",1
"Colletes americanus","Colletidae","23","5","1921","T.B. Mitchell",35.7719,-78.6389,"dataset provided",1
"Colletes americanus","Colletidae","24","9","1924","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes americanus","Colletidae","28","9","1941","T.B. Mitchell",35.781,-78.639,"dataset provided",7
"Colletes americanus","Colletidae","29","10","1944","T.B. Mitchell",35.781,-78.639,"dataset provided",2
"Colletes americanus","Colletidae","3","10","1940",,35.781,-78.639,"dataset provided",1
"Colletes americanus","Colletidae","3","10","1948","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes americanus","Colletidae","31","10","1942","T.B. Mitchell",35.781,-78.639,"dataset provided",8
"Colletes americanus","Colletidae","4","10","1940",,35.781,-78.639,"dataset provided",1
"Colletes americanus","Colletidae","4","8","1954","M.F. Burton",35.79,-78.65,"dataset provided",1
"Colletes americanus","Colletidae","5","11","1957","T.B. Mitchell",35.858,-78.753,"dataset provided",1
"Colletes americanus","Colletidae","8","10","1939","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes americanus","Colletidae","8","10","1957","T.B. Mitchell",35.858,-78.752,"dataset provided",11
"Colletes americanus","Colletidae","8","11","1942","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes americanus","Colletidae","9","10","1994","A.O. Robbins",35.78333333,-78.65,"google earth",1
"Colletes brevicornis","Colletidae","11","5","1925","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes brevicornis","Colletidae","12","5","1922","T.B. Mitchell",35.7719,-78.6389,"dataset provided",1
"Colletes brevicornis","Colletidae","12","5","1922","T.B. Mitchell",35.781,-78.639,"dataset provided",4
"Colletes brevicornis","Colletidae","16","5","1957","T.B. Mitchell",35.858,-78.752,"dataset provided",3
"Colletes brevicornis","Colletidae","17","5","1940",,35.7719,-78.6389,"dataset provided",1
"Colletes brevicornis","Colletidae","19","5","1959","T.B. Mitchell",35.858,-78.752,"dataset provided",2
"Colletes brevicornis","Colletidae","23","5","1921","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes brevicornis","Colletidae","29","5","1935","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes brevicornis","Colletidae","6","5","1937",,35.781,-78.639,"dataset provided",1
"Colletes compactus","Colletidae","11","10","1961","T.B. Mitchell",35.858,-78.752,"dataset provided",3
"Colletes compactus","Colletidae","13","10","1904","G.M. Bentley",35.78551,-78.642669,"dataset provided",1
"Colletes compactus","Colletidae","20","5","1954",,35.79,-78.65,"dataset provided",1
"Colletes compactus","Colletidae","24","9","1921","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes compactus","Colletidae","25","9","1954",,35.854,-78.743,"dataset provided",6
"Colletes compactus","Colletidae","28","9","1941","T.B. Mitchell",35.781,-78.639,"dataset provided",9
"Colletes compactus","Colletidae","3","10","1940",,35.781,-78.639,"dataset provided",2
"Colletes compactus","Colletidae","30","9","1921","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes compactus","Colletidae","5","11","1957","T.B. Mitchell",35.858,-78.753,"dataset provided",1
"Colletes compactus","Colletidae","5","11","1957","T.B. Mitchell",35.858,-78.752,"dataset provided",1
"Colletes eulophi","Colletidae","28","5","1936","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes inaequalis","Colletidae","10","4","1923","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Colletes inaequalis","Colletidae","11","4","1923","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Colletes inaequalis","Colletidae","15","5","1939",,35.781,-78.639,"dataset provided",1
"Colletes inaequalis","Colletidae","20","3","1908",,35.772,-78.639,"dataset provided",1
"Colletes inaequalis","Colletidae","21","4","1958",,35.79,-78.65,"dataset provided",1
"Colletes inaequalis","Colletidae","22","3","1923","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Colletes inaequalis","Colletidae","22","4","1961","T.B. Mitchell",35.79,-78.65,"dataset provided",1
"Colletes inaequalis","Colletidae","23","3","1923","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Colletes inaequalis","Colletidae","25","4","1961","W.A. Stephen",35.858,-78.752,"dataset provided",3
"Colletes mandibularis","Colletidae","26","9","1934","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes nudus","Colletidae","11","6","1960","T.B. Mitchell",35.79,-78.65,"dataset provided",2
"Colletes nudus","Colletidae","15","8","1958","T.B. Mitchell",35.858,-78.752,"dataset provided",2
"Colletes nudus","Colletidae","16","6","1921","C.S. Brimley",35.781,-78.639,"dataset provided",1
"Colletes nudus","Colletidae","16","8","1958","T.B. Mitchell",35.858,-78.752,"dataset provided",1
"Colletes nudus","Colletidae","2","8","1921","T.B. Mitchell",35.76666667,-78.63333333,"dataset provided",1
"Colletes nudus","Colletidae","21","6","1922","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes nudus","Colletidae","23","5","1922","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Colletes nudus","Colletidae","5","8","2014","A. Hamblin",35.75,-78.66,"dataset provided",1
"Colletes productus","Colletidae","16","6","1955","T.B. Mitchell",35.79,-78.65,"dataset provided",1
"Colletes productus","Colletidae","22","5","1925","C.S. Brimley",35.77194,-78.63889,"dataset provided",2
"Colletes simulans","Colletidae","1","9","1921","J. B. M.",35.77194,-78.63889,"dataset provided",1
"Colletes simulans","Colletidae","12","8","1954","M.F. Burton",35.79,-78.65,"dataset provided",1
"Colletes simulans","Colletidae","25","9","1954",,35.854,-78.743,"dataset provided",4
"Colletes simulans","Colletidae","29","10","1944","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes thoracicus","Colletidae","10","4","1945","T.B. Mitchell",35.76666667,-78.63333333,"dataset provided",1
"Colletes thoracicus","Colletidae","10","4","1945","T.B. Mitchell",35.781,-78.639,"dataset provided",11
"Colletes thoracicus","Colletidae","13","4","1945","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes thoracicus","Colletidae","21","4","1953","R.E. Howell",35.781,-78.639,"dataset provided",1
"Colletes thoracicus","Colletidae","22","4","1955","T.B. Mitchell",35.79,-78.65,"dataset provided",1
"Colletes thoracicus","Colletidae","23","4","1957","W.A. Stephen",35.79,-78.65,"dataset provided",1
"Colletes thoracicus","Colletidae","29","4","2018","caw33iii",35.56543,-78.806761,"dataset provided",2
"Colletes thoracicus","Colletidae","30","4","1960","T.B. Mitchell",35.79,-78.65,"dataset provided",3
"Colletes thoracicus","Colletidae","5","5","1940",,35.781,-78.639,"dataset provided",2
"Colletes thoracicus","Colletidae","5","5","2014","A. Hamblin",35.816,-78.642,"dataset provided",5
"Colletes thoracicus","Colletidae","5","5","2015","A. Hamblin",35.816,-78.642,"dataset provided",2
"Colletes validus","Colletidae","19","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"dataset provided",1
"Colletes validus","Colletidae","25","3","1945","T.B. Mitchell",35.781,-78.639,"dataset provided",1
"Colletes validus","Colletidae","3","4","1923","T.B. Mitchell",35.77194,-78.63889,"dataset provided",2
"Colletes willistoni","Colletidae","14","5","1960","T.B. Mitchell",35.79,-78.65,"dataset provided",1
"Dianthidium curvatum","Megachilidae","1","7","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Dianthidium curvatum","Megachilidae","16","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Dianthidium curvatum","Megachilidae","18","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Dianthidium curvatum","Megachilidae","21","10","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Dianthidium curvatum","Megachilidae","22","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Dianthidium curvatum","Megachilidae","23","5","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Dianthidium curvatum","Megachilidae","8","8","1957","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Dianthidium curvatum","Megachilidae","9","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus australis","Apidae","16","5","1957","T.B. Mitchell",35.88333333,-78.75,"google earth",1
"Epeolus australis","Apidae","19","5","1950","T.B. Mitchell",35.77209854,-78.63860321,"dataset provided",1
"Epeolus australis","Apidae","9","6","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Epeolus autumnalis","Apidae","11","10","1944","J.A. Ramon",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus autumnalis","Apidae","11","10","1957","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Epeolus autumnalis","Apidae","15","10","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus autumnalis","Apidae","28","9","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus autumnalis","Apidae","30","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",6
"Epeolus autumnalis","Apidae","31","10","1927","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus autumnalis","Apidae","8","10","1937","J.A. Ramon",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus banksi","Apidae","13","4","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus bifasciatus","Apidae","1","7","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus bifasciatus","Apidae","10","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Epeolus bifasciatus","Apidae","16","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",2
"Epeolus bifasciatus","Apidae","18","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus bifasciatus","Apidae","21","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus bifasciatus","Apidae","25","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus ilicis","Apidae","16","6","1955","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Epeolus interruptus","Apidae","10","4","1932",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","10","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","15","5","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","16","5","1957","T.B. Mitchell",35.88333333,-78.75,"google earth",1
"Epeolus interruptus","Apidae","23","5","1924","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","24","5","1941",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","26","5","1935","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","29","5","1924","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","3","5","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","31","5","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Epeolus interruptus","Apidae","8","5","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus interruptus","Apidae","9","5","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","11","10","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","13","9","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Epeolus pusillus","Apidae","19","9","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","2","10","1924","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","22","10","1944","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","24","10","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","25","10","1923","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","27","10","1963","J.F. Cornell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","27","9","1933","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","28","9","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",5
"Epeolus pusillus","Apidae","3","10","1934","E.B. ?",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","3","10","1942","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","30","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",15
"Epeolus pusillus","Apidae","8","10","1937","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Epeolus pusillus","Apidae","9","10","1949","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","10","4","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Eucera atriventris","Apidae","10","4","1951","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","10","5","1934","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","16","5","1957","T.B. Mitchell",35.88333333,-78.75,"google earth",2
"Eucera atriventris","Apidae","17","4","1946",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","18","4","1928","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","19","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","2","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","2","4","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","2","4","1957",,35.8,-78.55,"google earth - Wake County",1
"Eucera atriventris","Apidae","20","3","1946",,35.76666667,-78.63333333,"google earth - Raleigh",2
"Eucera atriventris","Apidae","20","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","21","4","1907","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","21","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","23","4","1932","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","23","4","1956",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","24","4","1934","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Eucera atriventris","Apidae","26","4","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Eucera atriventris","Apidae","27","3","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Eucera atriventris","Apidae","3","4","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
