"collection_code","catalog_number","data_source","location_data_pulled_from","availability_notes","collection_url","SCAN_catalogNumber","date_data_pulled"
"NCSU_ENT","243828","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243828",
"NCSU_ENT","243829","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243829",
"NCSU_ENT","243830","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243830",
"NCSU_ENT","243831","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243831",
"NCSU_ENT","243832","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243832",
"NCSU_ENT","243833","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243833",
"NCSU_ENT","243834","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243834",
"NCSU_ENT","243835","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243835",
"NCSU_ENT","243836","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243836",
"NCSU_ENT","243837","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243837",
"NCSU_ENT","243838","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243838",
"NCSU_ENT","243839","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243839",
"NCSU_ENT","243840","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243840",
"NCSU_ENT","243841","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243841",
"NCSU_ENT","243842","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243842",
"NCSU_ENT","243843","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243843",
"NCSU_ENT","243844","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243844",
"NCSU_ENT","243845","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243845",
"NCSU_ENT","243846","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243846",
"NCSU_ENT","243847","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243847",
"NCSU_ENT","243848","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243848",
"NCSU_ENT","243849","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243849",
"NCSU_ENT","243850","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243850",
"NCSU_ENT","243851","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243851",
"NCSU_ENT","243852","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243852",
"NCSU_ENT","243854","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243854",
"NCSU_ENT","243855","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243855",
"NCSU_ENT","243856","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243856",
"NCSU_ENT","243857","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243857",
"NCSU_ENT","243858","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243858",
"NCSU_ENT","243859","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243859",
"NCSU_ENT","243860","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243860",
"NCSU_ENT","243861","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243861",
"NCSU_ENT","243862","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243862",
"NCSU_ENT","243863","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243863",
"NCSU_ENT","243864","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243864",
"NCSU_ENT","243865","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243865",
"NCSU_ENT","243866","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243866",
"NCSU_ENT","243867","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243867",
"NCSU_ENT","243868","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243868",
"NCSU_ENT","243869","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243869",
"NCSU_ENT","243870","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243870",
"NCSU_ENT","243871","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243871",
"NCSU_ENT","243872","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243872",
"NCSU_ENT","243873","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243873",
"NCSU_ENT","243874","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243874",
"NCSU_ENT","243875","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243875",
"NCSU_ENT","243876","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243876",
"NCSU_ENT","243877","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243877",
"NCSU_ENT","243878","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243878",
"NCSU_ENT","243879","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243879",
"NCSU_ENT","243880","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243880",
"NCSU_ENT","243881","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243881",
"NCSU_ENT","243882","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243882",
"NCSU_ENT","243883","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243883",
"NCSU_ENT","243884","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243884",
"NCSU_ENT","243885","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243885",
"NCSU_ENT","243886","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243886",
"NCSU_ENT","243887","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243887",
"NCSU_ENT","243889","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243889",
"NCSU_ENT","243890","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243890",
"NCSU_ENT","243891","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243891",
"NCSU_ENT","243892","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243892",
"NCSU_ENT","243893","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243893",
"NCSU_ENT","243894","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243894",
"NCSU_ENT","243895","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243895",
"NCSU_ENT","243896","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243896",
"NCSU_ENT","243897","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243897",
"NCSU_ENT","243898","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243898",
"NCSU_ENT","243899","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 243899",
"NCSU_ENT","244000","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244000",
"NCSU_ENT","244001","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244001",
"NCSU_ENT","244002","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244002",
"NCSU_ENT","244003","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244003",
"NCSU_ENT","244004","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244004",
"NCSU_ENT","244005","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244005",
"NCSU_ENT","244006","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244006",
"NCSU_ENT","244007","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244007",
"NCSU_ENT","244008","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244008",
"NCSU_ENT","244009","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244009",
"NCSU_ENT","244010","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244010",
"NCSU_ENT","244011","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244011",
"NCSU_ENT","244012","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244012",
"NCSU_ENT","244013","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244013",
"NCSU_ENT","244014","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244014",
"NCSU_ENT","244015","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244015",
"NCSU_ENT","244016","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244016",
"NCSU_ENT","244017","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244017",
"NCSU_ENT","244018","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244018",
"NCSU_ENT","244019","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244019",
"NCSU_ENT","244020","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244020",
"NCSU_ENT","244021","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244021",
"NCSU_ENT","244022","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244022",
"NCSU_ENT","244023","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244023",
"NCSU_ENT","244024","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244024",
"NCSU_ENT","244025","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244025",
"NCSU_ENT","244026","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244026",
"NCSU_ENT","244027","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244027",
"NCSU_ENT","244028","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244028",
"NCSU_ENT","244029","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244029",
"NCSU_ENT","244030","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244030",
"NCSU_ENT","244031","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244031",
"NCSU_ENT","244032","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244032",
"NCSU_ENT","244033","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244033",
"NCSU_ENT","244034","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244034",
"NCSU_ENT","244035","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244035",
"NCSU_ENT","244036","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244036",
"NCSU_ENT","244037","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244037",
"NCSU_ENT","244038","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244038",
"NCSU_ENT","244039","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244039",
"NCSU_ENT","244040","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244040",
"NCSU_ENT","244041","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244041",
"NCSU_ENT","244042","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244042",
"NCSU_ENT","244043","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244043",
"NCSU_ENT","244044","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244044",
"NCSU_ENT","244045","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244045",
"NCSU_ENT","244046","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244046",
"NCSU_ENT","244047","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244047",
"NCSU_ENT","244049","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244049",
"NCSU_ENT","244050","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244050",
"NCSU_ENT","244051","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244051",
"NCSU_ENT","244052","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244052",
"NCSU_ENT","244053","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244053",
"NCSU_ENT","244055","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244055",
"NCSU_ENT","244056","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244056",
"NCSU_ENT","244057","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244057",
"NCSU_ENT","244058","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244058",
"NCSU_ENT","244059","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244059",
"NCSU_ENT","244060","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244060",
"NCSU_ENT","244061","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244061",
"NCSU_ENT","244062","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244062",
"NCSU_ENT","244063","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244063",
"NCSU_ENT","244064","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244064",
"NCSU_ENT","244065","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244065",
"NCSU_ENT","244066","NC State Insect Museum","physical specimens","uploaded to SCAN collection 'North Carolina State University Insect Collection'","https://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=319","NCSU_ENT 244066",
